Date,Close,High,Low,Open,Volume
2023-07-03,292.9808349609375,298.1424100735044,292.03701248421214,297.83763375285787,577100
2023-07-05,292.36138916015625,293.24622444997135,289.5790680815077,291.4175668512582,806200
2023-07-06,290.69989013671875,291.86000833784396,288.271490849374,290.277139775837,918700
2023-07-07,289.3136291503906,290.9456735375792,287.6029453967378,289.3038179818161,979500
2023-07-10,290.3262634277344,292.3614057120267,289.17598648692353,290.0411694872162,688200
2023-07-11,291.41754150390625,292.31221788694006,287.9175053260857,290.0312866688912,848200
2023-07-12,293.0102844238281,294.79963739469366,291.5060553887441,293.0594302732241,1094600
2023-07-13,294.5932312011719,295.01598158683004,291.4274638880458,292.6662215298249,789300
2023-07-14,297.33624267578125,299.7646423059588,294.5932555254039,294.5932555254039,1311000
2023-07-17,293.5903625488281,297.23786691611605,292.48923141935046,296.43170091290256,1212900
2023-07-18,291.64373779296875,294.4162180241097,288.4976230580845,292.3024362507846,1124800
2023-07-19,289.5201416015625,292.63673310788914,286.60016353210125,291.01452973676106,1411700
2023-07-20,291.0538330078125,292.84315610694927,289.1956517080198,290.7097220259724,1390200
2023-07-21,290.6113586425781,291.8992918441003,288.300933814194,290.6703456591693,2965000
2023-07-24,285.833251953125,291.191439723615,285.44980631263525,289.96249344548824,1226700
2023-07-25,286.01025390625,286.92458286703777,282.1366122835071,284.7124792501525,1269400
2023-07-26,285.2335205078125,286.6099343865677,283.14923234804434,286.2068363928658,1173000
2023-07-27,277.2601318359375,285.60712566649323,277.0831407625858,285.60712566649323,2359900
2023-07-28,278.2334899902344,279.8360410405738,276.1590426821301,278.9512055536877,1864300
2023-07-31,278.63653564453125,279.6196926680806,276.13930840371614,279.2067535166185,1588500
2023-08-01,274.5663146972656,277.56496231509124,273.4455310329382,275.372510843979,2230500
2023-08-02,269.94549560546875,275.0480841762031,269.01148420867594,273.4160395270369,1960900
2023-08-03,270.97772216796875,272.94403612899146,267.28104232010367,268.7164731142206,1921600
2023-08-04,278.9314880371094,287.573447210698,277.2601389956355,279.21661199260933,2792800
2023-08-07,281.4483947753906,283.6604984277032,277.83038355824425,280.1997959595949,1233300
2023-08-08,277.5747375488281,280.986293968409,274.70393554945844,280.19978027083283,976600
2023-08-09,277.25030517578125,278.94133660607434,275.9918652744171,277.25030517578125,878700
2023-08-10,278.2432861328125,282.87394743416974,277.43709015150233,278.4595818838086,880600
2023-08-11,277.35845947265625,278.63658181720984,277.0241896296864,278.05652267762315,625100
2023-08-14,279.9932861328125,281.67447617600476,276.6210348718664,277.2502697439209,1318500
2023-08-15,280.06207275390625,281.29101893429146,279.3935332326332,279.7769788426265,724200
2023-08-16,276.8668518066406,281.0944452666728,276.84719946626234,280.29809042954247,748400
2023-08-17,273.24884033203125,278.135132224933,272.9833987214373,277.59440783179133,1055700
2023-08-18,273.2292175292969,274.61547276385113,271.96093635664914,272.9539347169895,993000
2023-08-21,271.5873107910156,275.2544976170009,270.62383602434727,273.8977360030017,1176000
2023-08-22,270.8401184082031,271.84292781077596,269.4440221777296,270.8499295763999,1052400
2023-08-23,271.3120422363281,274.2025266951507,270.75166545626803,272.1280794834275,969600
2023-08-24,268.8345031738281,273.6323150391125,268.29377872329314,270.8106587176101,1029600
2023-08-25,273.4356384277344,274.1926885709305,268.4903595853115,269.90610816080505,907300
2023-08-28,273.6224365234375,277.25028844270764,271.4693201809903,275.79520520562306,890800
2023-08-29,280.2193603515625,280.5831535965434,273.5044121294635,273.5044121294635,1158400
2023-08-30,282.3037109375,284.1815143747963,280.55366270162267,280.8191342897286,1055600
2023-08-31,278.774169921875,284.27985541040636,278.72502407073404,282.4511976965247,1049800
2023-09-01,279.6590881347656,280.6618977154639,278.1646699318688,280.6618977154639,657400
2023-09-05,281.4680480957031,284.9385913788544,279.33458403612866,284.86976318257746,1289300
2023-09-06,284.2306823730469,285.0958652960934,278.5578475268042,281.5171595695953,1253500
2023-09-07,284.15203857421875,287.16049673406394,283.87675580153916,285.1155432803832,1311100
2023-09-08,284.6632995605469,284.83041945640224,282.31353981839123,283.46384676402823,1052900
2023-09-11,294.6718444824219,296.50050226976657,286.2068463279799,286.5313049699755,2101700
2023-09-12,289.80523681640625,296.16626509558205,288.4878097698642,294.7898510173722,1146700
2023-09-13,292.312255859375,292.6858603319841,287.0622009106428,288.7040563515451,1433400
2023-09-14,290.0313415527344,294.40640260470497,289.53976300772973,293.67884595566824,1390100
2023-09-15,287.8388977050781,291.9976631020608,287.7111124831535,290.03134887241725,2132600
2023-09-18,288.2812805175781,289.60854839360235,284.83039004062886,287.46527345506865,1042300
2023-09-19,288.7630615234375,289.24482890166996,286.29535762124607,288.55660693480837,683900
2023-09-20,284.1029052734375,290.6802286006374,284.0537594204056,290.34595879072975,834400
2023-09-21,279.6590881347656,283.63102177064513,279.51159054631717,282.60855984649,961900
2023-09-22,280.47509765625,282.89365607797225,278.62675723505913,279.02001413234746,953400
2023-09-25,282.5396728515625,282.99191668559433,279.3837471776663,280.04244558756045,922000
2023-09-26,268.9425964355469,280.6225068776145,268.6968071754144,279.95396729091135,2661700
2023-09-27,262.0507507324219,270.2896135683262,258.7178331398,269.3850956659751,3033000
2023-09-28,269.5635070800781,271.75227598669926,262.7310097145776,262.8000020453616,1577400
2023-09-29,269.4254455566406,272.10717999607766,266.8127335319515,271.32831590359075,1342800
2023-10-02,269.9874572753906,271.64381484492475,266.1521996856394,267.60152008104154,1159600
2023-10-03,262.1295471191406,269.2578411738242,260.90700194842435,268.3113555606321,2002300
2023-10-04,262.45489501953125,264.09151431857305,258.1857961140666,263.2041822645222,1085400
2023-10-05,261.0844421386719,265.03803593150883,259.6154142593608,262.88871310808787,1044800
2023-10-06,262.10986328125,263.5690224665687,257.4759737618889,259.7534728416793,1523200
2023-10-09,263.04644775390625,263.63801252670123,258.9252623142172,260.3647135270387,715700
2023-10-10,270.5789794921875,272.25507468243217,262.149279189346,263.17462604414004,1360800
2023-10-11,256.3914489746094,267.187409858428,251.20545521759442,267.187409858428,3069100
2023-10-12,250.2786865234375,258.2252910294242,249.36176251822116,256.86470091257627,2358300
2023-10-13,254.25196838378906,254.94210224064602,246.46310208959542,246.48282492794263,1698900
2023-10-16,260.3746032714844,261.3704035504486,254.80409723307613,256.9731582105517,1699700
2023-10-17,265.0281677246094,267.7887630936861,256.8350817279845,258.6491915545539,2174500
2023-10-18,266.3788757324219,268.3606070082121,264.436590128054,266.29014553789517,1737800
2023-10-19,264.6437072753906,269.34658900213213,263.7267682491247,266.3197725242223,1157000
2023-10-20,261.95208740234375,265.0676338959351,260.2661533175764,265.0084804254685,2142100
2023-10-23,259.8619079589844,263.05631559519725,259.12245951814,262.79996384080295,2118200
2023-10-24,261.3309326171875,262.46474752792636,257.95906461870385,259.9309271028527,2906200
2023-10-25,255.41537475585938,260.9365963687834,254.83367886623122,260.2957470048362,1943800
2023-10-26,254.94207763671875,257.1407150546549,251.62936323174338,252.40825730805216,1882500
2023-10-27,258.2252502441406,258.38300285041936,254.35054775866215,258.1365200446525,3783600
2023-10-30,258.88580322265625,261.0252871817216,254.6955955908439,259.2407541032319,1847400
2023-10-31,266.4183349609375,267.7789248560452,261.12388913380954,261.7351616749199,2719000
2023-11-01,268.2226257324219,270.4804170664765,264.77186582730513,267.7296600316909,1492000
2023-11-02,274.315673828125,278.3579680491843,268.4789473486788,268.4789473486788,2989800
2023-11-03,272.3339538574219,274.0297569527937,264.22959710101793,270.4902670798274,2791800
2023-11-06,272.9452209472656,275.37060355135714,271.2198411503568,272.70860706049643,1263100
2023-11-07,271.1311340332031,273.68469273950905,269.5339299850166,272.12693437188864,1363900
2023-11-08,270.9142150878906,275.0748465874744,270.0170139490061,274.42412828603386,1486600
2023-11-09,267.0296325683594,274.2072113064292,266.76344194624625,272.5409849843562,1592200
2023-11-10,269.7705078125,271.3578727944277,263.1746252451018,267.83809095854116,1468800
2023-11-13,277.8748474121094,281.2270074939419,272.7085775223232,273.70434758011146,2128400
2023-11-14,279.04815673828125,284.194719735459,278.62421346687813,282.0946810860017,1400500
2023-11-15,279.6495361328125,283.59326087812997,279.04810246327094,279.04810246327094,1058200
2023-11-16,287.4482421875,288.5919260412657,278.37769279454864,280.41857769105036,1900900
2023-11-17,284.3228759765625,288.65109878134615,282.59749618415566,286.0679635634034,1325900
2023-11-20,285.2200622558594,286.41303065418845,282.4594366785411,283.43552908465966,857700
2023-11-21,289.5285949707031,289.6666097095865,285.34825580316505,287.0144520523788,1076400
2023-11-22,289.9130554199219,292.28915320689833,288.9074164342928,291.4412668228207,744500
2023-11-24,289.5089111328125,291.0075160310885,288.6807022780342,290.4455279111455,382500
2023-11-27,289.8243713378906,290.2286068021417,287.5863180042556,288.78915545526894,995500
2023-11-28,287.931396484375,288.7595751980234,285.6144518215413,288.55253804167046,1069600
2023-11-29,290.22857666015625,291.9638252848742,287.4186665857045,289.86378691251304,1131100
2023-11-30,292.1610107421875,292.2103253604414,286.5116436138468,290.0708411870556,1423600
2023-12-01,293.6004943847656,294.4976954909839,290.43563320368384,292.32863456515554,1110400
2023-12-04,286.85675048828125,294.48784983281047,285.99896490326887,291.59907807592526,1584700
2023-12-05,286.42291259765625,286.90600930811837,282.27212014654185,286.6398186879478,1216400
2023-12-06,283.820068359375,288.0102768249579,282.6172308433723,287.32014289533447,1383900
2023-12-07,285.308837890625,285.71307338165246,282.73554124975254,284.71727302355464,1434400
2023-12-08,285.03271484375,285.77216324091216,282.3706885786733,284.78623204469596,1078900
2023-12-11,288.907470703125,289.06522333430894,283.93836812966384,283.93836812966384,999700
2023-12-12,290.3863830566406,290.6624426536843,286.63985565558477,289.844132805096,951700
2023-12-13,294.330078125,294.61600663480743,289.9130949440847,291.09622457290163,1504700
2023-12-14,292.9201965332031,296.33151042146864,292.09201784815673,294.79345999377733,1860500
2023-12-15,286.0679626464844,288.0989787314059,281.76931659124796,282.1538141550121,4139900
2023-12-18,287.369384765625,288.24684793873064,284.4411677279466,287.2905235038649,1416000
2023-12-19,287.87225341796875,288.2271742702616,285.58488540906654,286.9651833150462,1433800
2023-12-20,284.2538757324219,289.70607509811066,284.0961230999391,288.1384478036256,1162400
2023-12-21,291.865234375,291.9243878444899,284.8355395643452,285.2693517327611,1046200
2023-12-22,293.3145446777344,294.2216146597623,290.09056034614997,293.4328516127307,1068700
2023-12-26,294.8624572753906,296.1342868860459,291.8652179409826,292.44691375036984,539200
2023-12-27,294.80328369140625,295.7793459046577,293.26523349976054,294.5469319633883,1029800
2023-12-28,295.7029113769531,297.9272078514749,292.559246266844,293.89383018534744,788500
2023-12-29,296.0390319824219,296.9089838994769,294.7439995232908,296.18731238443064,1150900
2024-01-02,292.845947265625,296.51355662901216,291.5014679059252,294.20029187273025,979200
2024-01-03,290.58209228515625,291.69918822450717,289.0893325606482,291.69918822450717,1355400
2024-01-04,294.6451110839844,296.4739830054791,289.6132620726816,290.2657259555962,1419000
2024-01-05,291.95623779296875,295.8808870772579,291.0665251190073,294.101461729335,807300
2024-01-08,296.5531005859375,296.9089735383398,290.9775163133558,293.60713263670624,1126300
2024-01-09,299.7857360839844,301.9408249841221,295.1097597435995,296.0785752915196,1343100
2024-01-10,304.26397705078125,304.68905756983645,300.52716027776967,301.51573646289387,1302700
2024-01-11,305.4601745605469,305.9841187812581,302.6032048042777,304.6594301886856,920100
2024-01-12,309.32550048828125,313.63570859683415,307.0517871963201,308.62361980285976,1646600
2024-01-16,310.6996154785156,310.8478958714482,306.06319078946945,307.3582231693317,1599800
2024-01-17,310.0965881347656,311.4608281748111,307.98105066620946,309.21677096785174,1466600
2024-01-18,311.124755859375,314.1893486351055,309.26622745981103,312.2418519826633,1472700
2024-01-19,311.4509582519531,312.2121813282039,308.8806839493112,311.4806143348619,1905200
2024-01-22,309.6912536621094,313.58624628286,309.0585805853371,313.1512703436629,1868500
2024-01-23,308.61370849609375,310.956629244998,304.00693981933694,310.41292440677046,1366800
2024-01-24,304.23431396484375,309.42433881720905,303.83888953369166,308.4555233172788,1420600
2024-01-25,308.3468322753906,308.5247687659113,303.7203025081298,305.53927924990023,1200700
2024-01-26,307.8030700683594,310.13612558000875,307.05177267388865,309.6714935608848,907400
2024-01-29,310.9072265625,311.3422025203326,307.19017025700435,307.19017025700435,1427300
2024-01-30,313.0227966308594,313.49729392022795,310.4623576081793,311.54979751123693,2006400
2024-01-31,331.6475524902344,338.8839073033579,329.8878880713207,335.12732983298747,4931900
2024-02-01,336.66949462890625,337.98431781629034,330.10536461450033,331.7365092446755,2004500
2024-02-02,338.1424865722656,338.96302173576083,334.7615727685942,337.1044936008995,1159600
2024-02-05,338.99267578125,342.6306290363196,336.7881399461804,338.53793916660436,1539600
2024-02-06,335.8885192871094,340.9994714344054,335.0284628337792,340.554600083879,1314400
2024-02-07,338.8048095703125,340.3173298294633,334.3661124388009,336.8474179889031,823900
2024-02-08,335.156982421875,338.00408665854775,333.22924679568376,336.8276785861871,1445700
2024-02-09,338.05352783203125,340.3964487301772,333.77300592070696,334.98893540665694,1402300
2024-02-12,337.1934509277344,340.05045061403706,335.97749134635706,339.8033065651438,845000
2024-02-13,335.9181823730469,337.5493572463689,332.45816565573614,336.0170460273318,1548100
2024-02-14,345.4283142089844,345.6853235099148,336.27408880695225,337.3911847565767,1904500
2024-02-15,344.8055114746094,348.532432998353,341.9485116907544,347.06932931812474,1516100
2024-02-16,345.3096618652344,348.8487816303871,344.0442855093414,345.65566957631216,1343100
2024-02-20,344.09375,347.9392960075912,343.4215253760491,347.68228669193564,1161900
2024-02-21,343.589599609375,346.26863311592274,342.08697439276006,344.90442307175,1177600
2024-02-22,349.1156921386719,350.76662772915995,344.7066505679999,346.00168302523525,1326900
2024-02-23,350.9742431640625,353.3171641719137,348.34462658142877,349.5605862932681,691500
2024-02-26,348.43353271484375,352.53611760150704,347.68223537441725,351.2905321983754,1224100
2024-02-27,348.1864318847656,350.2822087036376,346.59483860647333,347.3066147118405,903900
2024-02-28,347.78106689453125,348.22593821604187,344.5583292587159,347.5932350182444,1289400
2024-02-29,345.0823059082031,349.7285960078748,343.302850623454,348.3643861758711,2283300
2024-03-01,349.18487548828125,350.4898032714136,343.115003331831,344.83514638012383,1400400
2024-03-04,351.78485107421875,352.7635318700348,348.07769027921637,348.96740283622654,714100
2024-03-05,348.3643798828125,353.5939262334031,345.91270005806865,352.931597077279,840000
2024-03-06,350.9445495605469,352.93159736846115,348.67083637745344,348.9673971686565,892300
2024-03-07,353.5346374511719,355.66996579411534,351.6069318445787,353.3764616292183,804100
2024-03-08,353.78173828125,356.16421039815947,351.5772327978851,353.0403061764879,871200
2024-03-11,351.5278015136719,357.28132214289684,350.3217373628957,353.7817540055707,1119900
2024-03-12,354.2958679199219,356.21367815011814,349.7187549106806,351.11265108752406,737000
2024-03-13,352.81298828125,355.5414381849462,351.73541363247875,355.5216775209967,1105200
2024-03-14,351.5772705078125,354.12778394742253,349.1255905576119,352.48674375925833,961200
2024-03-15,348.2062072753906,350.18335968384287,346.78265512778887,349.3331684603536,2075200
2024-03-18,350.0350036621094,351.8540101903446,348.5916910386759,349.9756915110743,953700
2024-03-19,352.81298828125,352.90195652245126,349.52101251204067,350.8951479648161,1052100
2024-03-20,349.1552429199219,352.8327477215831,347.5043073328171,352.8327477215831,1179200
2024-03-21,349.4715881347656,350.8160373088234,346.9902521759669,349.91642933105595,1537600
2024-03-22,348.59173583984375,350.89513528721545,344.82526292030786,349.3727194874418,1105400
2024-03-25,347.0198974609375,350.1932185715701,345.85338480168264,349.2145378012234,792500
2024-03-26,346.3773498535156,348.9575193741282,346.00168605305413,347.15833353505644,785800
2024-03-27,355.4236755371094,355.79028094987785,348.6661798402057,348.76523950139256,1404700
2024-03-28,354.59136962890625,356.2064412241346,352.43134895314904,355.90920176893553,1074800
2024-04-01,351.4206848144531,353.87794480728917,350.152412813573,353.7590490318926,760800
2024-04-02,346.1791687011719,350.6082181174236,345.2576961300437,349.0625124374692,996900
2024-04-03,347.7843017578125,351.62875984609127,347.01144896342583,347.6455698582606,905900
2024-04-04,344.1974792480469,351.3414162891988,343.65249993614214,350.9847289472896,888900
2024-04-05,347.80413818359375,348.4482074337996,345.0000783817468,345.2874300289161,686600
2024-04-08,346.5457763671875,347.77440647000157,344.2272178322034,347.249263257864,786500
2024-04-09,347.69512939453125,348.0518167277091,344.23711282771063,347.8932789447444,946500
2024-04-10,344.14794921875,347.78434009655655,342.622079583414,344.9208020983337,646000
2024-04-11,343.1174621582031,346.2187914066157,340.99705331869137,345.9611637283224,822200
2024-04-12,338.9162902832031,340.9673331957025,336.20140252180187,339.75850903953284,1056800
2024-04-15,336.0231018066406,343.1571216379943,334.873725393357,342.62209056128916,1087800
2024-04-16,334.5665588378906,338.302009402012,331.1283477528263,338.01468798492147,1239300
2024-04-17,332.95147705078125,336.29059812924913,331.52466711843994,335.50782720739693,1066100
2024-04-18,324.45013427734375,333.9423554221747,323.59799729819804,332.9911587665207,2143600
2024-04-19,322.4485778808594,327.3532407348462,321.70544897801244,327.3532407348462,1883900
2024-04-22,324.6779479980469,326.4119153494157,320.7839600032336,324.70767194312214,1688600
2024-04-23,331.84173583984375,332.0498034645868,324.0041994359383,325.53998706283835,1430500
2024-04-24,333.76397705078125,339.4612988060679,331.1382608981174,332.20835324482806,1515700
2024-04-25,334.06121826171875,334.7746232425649,330.276207662285,332.76322215237263,1615300
2024-04-26,332.53533935546875,335.408795583713,331.3760750872696,332.1192040625751,1063800
2024-04-29,335.7654113769531,337.30122907454125,331.60390814546395,331.60390814546395,1507400
2024-04-30,333.41717529296875,337.2913576894195,333.2388316093658,334.5566335888676,2480500
2024-05-01,325.1139221191406,332.6542187893316,317.7718052431326,330.523891834834,2766900
2024-05-02,323.6376037597656,328.6413263936334,319.5553537297756,328.6413263936334,1847000
2024-05-03,325.44091796875,328.7205909902388,323.70695059082726,325.6390675262892,1589300
2024-05-06,322.5179748535156,327.96758733183924,321.61630806945175,327.27398819394534,1722200
2024-05-07,329.09710693359375,329.34481655334696,323.63757723807544,324.92565516559597,1331200
2024-05-08,326.2633361816406,332.3272636347237,324.59873457451874,328.8989705119143,1214000
2024-05-09,327.8288269042969,329.7015262709817,326.27323336752914,327.3829677012715,980400
2024-05-10,327.5513916015625,329.7708904953899,327.1253382860215,328.76021583118523,1307900
2024-05-13,321.5865173339844,328.28459477428447,320.54614908119913,328.28459477428447,1609600
2024-05-14,321.32891845703125,323.0331619130814,319.54542122446355,321.1208508354298,1712600
2024-05-15,328.948486328125,329.17639008431377,321.3289353254748,322.9242011428091,1989200
2024-05-16,330.9202575683594,331.93090196628117,328.3143474402171,328.9583864262846,1168500
2024-05-17,331.61383056640625,331.9111002669494,327.4324907778999,331.5345767890567,940500
2024-05-20,326.70916748046875,332.25783851626494,326.1939121428668,331.8813453115418,1217800
2024-05-21,327.4820556640625,328.3936101879555,325.5697143002144,327.3235178690392,1256500
2024-05-22,332.3470458984375,333.1793465671142,329.41414231777884,330.5139887200233,1611500
2024-05-23,327.0956115722656,332.5353054405549,326.8479019390941,331.7228408246265,943300
2024-05-24,332.4659729003906,333.7639689715706,327.6603999233539,327.6603999233539,1230600
2024-05-28,336.201416015625,336.7761192908654,332.6938391859602,333.91258145201107,1872400
2024-05-29,338.0146484375,341.70053849853673,333.1199040017494,333.60540517340394,1918900
2024-05-30,337.4002990722656,339.4116999219926,335.81498173812827,337.42013519363576,1347100
2024-05-31,337.9651184082031,339.09468887283964,334.25939189620675,337.40033317588484,2175300
2024-06-03,336.28070068359375,338.014668098062,333.7936863158276,336.2707826222108,1218300
2024-06-04,338.8667907714844,340.6800120489655,335.4285797257744,335.89427506296255,1729900
2024-06-05,342.8202209472656,343.73180571986757,338.3812835864017,338.86678480074795,1121600
2024-06-06,346.4268798828125,346.73403740789655,341.36367927366746,343.26610255489027,1050400
2024-06-07,346.1296081542969,348.3391889476647,345.0297919073058,346.6151395927092,847200
2024-06-10,344.9802551269531,345.47567437878735,341.6014922008848,344.9009711133844,898300
2024-06-11,343.2264709472656,345.23787201343754,337.9254786065881,344.7325649099513,1129000
2024-06-12,343.2363586425781,346.724099177615,341.95816854732703,344.89104195719875,835100
2024-06-13,339.87744140625,344.16778942349856,338.5893633376685,342.06721645603017,939200
2024-06-14,341.8194885253906,341.9086603649386,337.88585833381495,340.4719323946834,746500
2024-06-17,341.54205322265625,342.03747248741905,338.6091494039062,340.0656832518285,815800
2024-06-18,345.4756774902344,345.733274941674,341.30422558086724,341.8392868443047,839600
2024-06-20,338.2227478027344,345.80265672342864,337.5489848404489,344.9505500778311,1670300
2024-06-21,339.5008850097656,340.1350058641028,336.30046608153623,340.1350058641028,1838000
2024-06-24,335.963623046875,342.6616708565826,335.9140629782549,339.7981632676525,1040800
2024-06-25,336.4391784667969,337.6381147443486,333.18922960992467,336.70672419652647,892400
2024-06-26,337.39044189453125,338.6388778966596,333.0406461772797,335.06196527128685,1140400
2024-06-27,337.420166015625,340.6106673346994,336.3401556319436,338.2425487018804,723400
2024-06-28,337.9266357421875,340.4195061485878,335.7714400415273,338.6715144396354,1894400
2024-07-01,334.2022705078125,342.5846419164587,333.1991574115066,338.87018953011346,778900
2024-07-02,332.01727294921875,335.384139416259,329.74293167636426,333.11970924972695,844100
2024-07-03,329.7528381347656,332.42447228028277,329.49463411772956,331.7193289000335,522400
2024-07-05,334.9471435546875,335.0365253673097,327.94529544986824,331.9477760418753,1007900
2024-07-08,331.8285827636719,334.90742110131066,331.22276257394424,333.9738372768164,586000
2024-07-09,333.27862548828125,334.3611789744409,330.5176094504922,332.9905972166186,789600
2024-07-10,335.0365295410156,335.0862063103316,331.47104686131854,333.9043295911692,729600
2024-07-11,335.7814025878906,337.5989236971914,334.2618511618359,334.61940871989253,852700
2024-07-12,337.05267333984375,338.66160663654546,333.9043360393089,335.7615622598027,835700
2024-07-15,326.31646728515625,336.2680360746416,325.5815299802468,336.2183896169774,1363400
2024-07-16,331.1531982421875,331.4809618422743,325.7702251607542,326.6541321211141,1336400
2024-07-17,332.35498046875,342.13769712001823,329.01790791412407,330.53745934895363,1246300
2024-07-18,328.96826171875,334.7782917153448,327.9155021779151,328.6802334491423,920400
2024-07-19,338.6219177246094,339.05891571603934,329.70322456576577,331.0936589434083,2421800
2024-07-22,340.0520324707031,341.83972919442317,337.062576310282,339.78385674571115,1136600
2024-07-23,339.3965759277344,343.70693746831887,338.4629921050664,340.4890405502993,1245300
2024-07-24,338.09552001953125,340.3102734901743,335.6125907947245,339.79383512272454,1481400
2024-07-25,325.2041320800781,341.79011099230996,324.6380169574,337.17183850742333,1695400
2024-07-26,329.4052734375,331.7888794727559,323.1184795582627,324.7671482291902,1680000
2024-07-29,331.0042724609375,336.2084826193163,327.82611080607046,329.99124820918155,1719100
2024-07-30,327.96514892578125,333.78512034308983,326.2370399250039,330.51760738290665,2427300
2024-07-31,325.214111328125,332.13651984376054,317.8149694470079,328.24327313198785,3543100
2024-08-01,330.89501953125,333.6063587998511,321.87700376993774,327.8857105753209,1630500
2024-08-02,329.2959899902344,331.3021858127836,321.7975561532017,330.7261595915821,1738600
2024-08-05,313.78265380859375,328.4716710119093,312.7795407422476,328.4716710119093,2403300
2024-08-06,320.46673583984375,324.0818651806016,313.85220847299996,315.6399054654676,2477800
2024-08-07,317.41766357421875,322.2246106954382,316.8912838151173,321.31087944665416,1350600
2024-08-08,323.7640075683594,325.065059969294,318.58959190093276,318.74850299765967,1019300
2024-08-09,325.5914611816406,326.2469581329058,319.8310775141993,323.1582087312536,793800
2024-08-12,322.9794616699219,325.3332738420513,321.51949800111805,324.89627585212395,774100
2024-08-13,326.7435607910156,327.84599718234523,323.1482839444669,323.68460517022714,913900
2024-08-14,330.4083557128906,330.6467375324643,325.9986709157169,326.93225474362634,909800
2024-08-15,331.88818359375,335.1457853931585,330.7063069055957,331.99741792682966,1257600
2024-08-16,335.582763671875,336.01973128777183,330.9843743527792,331.96760452963247,838700
2024-08-19,338.7311096191406,339.64484084376903,334.6293059872233,334.6293059872233,1062200
2024-08-20,340.58831787109375,341.67087124098464,338.6317686736089,340.220849241126,772100
2024-08-21,342.9620361328125,343.0812118794931,340.201020201004,341.64110088565207,666800
2024-08-22,348.3251647949219,348.53372235634134,343.1904539916042,346.28917502151836,1143400
2024-08-23,350.87762451171875,351.58276790427453,347.7491398422059,349.0501922930484,966100
2024-08-26,351.8807067871094,353.43005215097344,350.52006646325896,351.1259169362485,884900
2024-08-27,356.06201171875,356.6777733506941,351.8509429130097,352.3773227250777,1131400
2024-08-28,353.71807861328125,356.647947117112,351.18550301852105,356.6280642861423,1504900
2024-08-29,355.4859313964844,356.8167778077668,353.46979410271547,355.84348896130933,1107800
2024-08-30,357.9589538574219,358.35621647159576,353.5691216514343,356.70754782903913,1307600
2024-09-03,357.1643981933594,359.7764445866897,355.3469073372901,357.58154363907073,860600
2024-09-04,357.8397521972656,361.87202688366807,354.3537401326181,357.6510471491024,806300
2024-09-05,355.5554504394531,357.83973310910187,351.76152746502686,356.7869735856088,1213800
2024-09-06,356.46917724609375,358.594548788243,353.2910158843909,356.220884336873,1001300
2024-09-09,360.3028259277344,363.11348848563676,358.3959229392575,358.75348050986963,1439200
2024-09-10,362.55731201171875,363.46110188348365,360.302823194807,362.46793019704234,921000
2024-09-11,363.84844970703125,364.1861244399003,356.01231063190704,361.9216942301006,1143900
