Date,Close,High,Low,Open,Volume,MACD,Signal_Line,MACD_Hist,BB_Middle,BB_Lower,BB_Upper,SMA_20,SMA_50,RSI,Buy_Multi,Sell_Multi
2019-04-23,175.24090576171875,175.58770869889761,170.61055450364447,171.52912175209022,2931400.0,-2.881420167727555,-1.7137913929492883,-1.1676287747782665,,,,,,35.34453097756597,0,0
2019-04-24,173.4412841796875,177.04996352967441,170.52622516957993,172.1102945834339,2735900.0,-2.9319496347006293,-1.9574230412995566,-0.9745265934010727,,,,,,33.44600465937914,0,0
2019-04-25,175.43772888183594,176.04699388728108,172.0915125746699,172.0915125746699,1493200.0,-2.7788651709360295,-2.1217114672268513,-0.6571537037091781,,,,,,39.313686163811774,0,0
2019-04-26,176.47816467285156,176.84371798151375,174.04113308021536,176.12197939177938,890300.0,-2.5442614946755384,-2.2062214727165887,-0.33804002195894967,,,,,,38.46916896587995,0,0
2019-04-29,175.5502166748047,176.36569275728112,174.29421445422284,176.05637621597384,898000.0,-2.4054851043478322,-2.2460741990428374,-0.1594109053049948,178.59509811401367,168.22891187015992,188.9612843578674,178.59509811401367,,36.224299958333226,0,0
2019-04-30,177.0687255859375,177.2936727254752,175.04411551608243,175.7845903542873,1063300.0,-2.148209613552268,-2.226501281944724,0.07829166839245572,178.25813369750978,168.17104916251466,188.3452182325049,178.25813369750978,,38.98947030618219,0,0
2019-05-01,174.9972686767578,177.05936542733414,174.4161360903935,176.91877344751626,972000.0,-2.0874039013985737,-2.198681805835494,0.11127790443692032,177.8611831665039,167.92553916247752,187.7968271705303,177.8611831665039,,36.15843834066535,0,0
2019-05-02,177.01243591308594,177.25613334221825,174.82848417113647,175.20340549323723,1126300.0,-1.8552219382503097,-2.129989832318457,0.2747678940681473,177.5804573059082,167.89772691828915,187.26318769352724,177.5804573059082,,40.85777557495328,0,0
2019-05-03,178.75587463378906,179.16828243037833,177.05931749006731,179.16828243037833,878600.0,-1.51309312970767,-2.0066104917963,0.49351736208862995,177.43986129760742,167.92062954277802,186.95909305243683,177.43986129760742,,47.170940986332305,0,0
2019-05-06,179.0464324951172,179.27137959142874,175.5877278659952,175.5877278659952,1111400.0,-1.2046218619434228,-1.8462127658257246,0.6415909038823018,177.2420883178711,168.05070191355546,186.43347472218673,177.2420883178711,,46.49125061761187,0,0
2019-05-07,175.77517700195312,178.37155088590444,173.90990973766097,177.37799646956418,1502400.0,-1.2101690634410431,-1.7190040253487884,0.5088349619077452,176.8573196411133,168.13125858171267,185.5833807005139,176.8573196411133,,47.73334727810584,0,0
2019-05-08,176.26258850097656,177.1624054436241,174.61290026890205,175.97202231528138,910500.0,-1.161842232060451,-1.607571666691121,0.44572943463067016,176.48614196777345,168.37312311092393,184.59916082462297,176.48614196777345,,65.60130754236798,0,0
2019-05-09,176.22508239746094,176.37505665076105,172.70077325890037,174.4816710342602,922000.0,-1.1137309025462798,-1.5088035138621527,0.3950726113158729,176.10512161254883,168.76877042047886,183.4414728046188,176.10512161254883,,65.4690883379734,0,0
2019-05-10,175.55960083007812,176.04701001862978,170.46995849177077,175.14717877071385,958200.0,-1.1164315995837342,-1.4303291310064692,0.313897531422735,175.72878952026366,169.1692042218423,182.288374818685,175.72878952026366,,60.771209910000266,0,0
2019-05-13,172.65394592285156,173.92869877694994,171.52916735802015,172.75705145893068,956300.0,-1.3376147981287545,-1.4117862644309263,0.07417146630217175,175.33183746337892,169.05696554868095,181.60670937807689,175.33183746337892,,43.772631003620965,0,0
2019-05-14,172.6351776123047,174.7066561482196,172.54145441800875,172.9257581309237,625100.0,-1.4971601915837027,-1.4288610498614815,-0.06829914172222118,174.89879760742187,169.18681290292423,180.6107823119195,174.89879760742187,,47.877553873708244,0,0
2019-05-15,174.03176879882812,174.81911220330548,170.78865769367172,171.99779118609536,778300.0,-1.4936895055754746,-1.4418267410042802,-0.05186276457119443,174.7408576965332,169.12175895578125,180.35995643728515,174.7408576965332,,46.17741671845532,0,0
2019-05-16,173.99429321289062,175.88766471257637,173.1881994003346,174.93161093435882,1172400.0,-1.47693770993925,-1.4488489347912743,-0.028088775147975698,174.99346542358398,170.05950601101844,179.92742483614953,174.99346542358398,,42.85719300493467,0,0
2019-05-17,172.59767150878906,174.74412263438575,172.13838071142314,172.28835496799147,998100.0,-1.5583933027459125,-1.4707578083822022,-0.08763549436371032,175.1753059387207,170.96204407118807,179.38856780625332,175.1753059387207,,41.73229624920099,0,0
2019-05-20,172.75698852539062,173.3100024254781,171.23853873114015,171.84778939363244,811500.0,-1.5917432695436275,-1.4949549006144873,-0.09678836892914022,175.27606658935548,171.42874361494663,179.12338956376433,175.27606658935548,,36.931519672046235,0,0
2019-05-21,173.82557678222656,175.12844790440846,173.76934000466008,173.9568006973264,922100.0,-1.5144891288022961,-1.4988617462520493,-0.01562738255024687,175.20530014038087,171.30357249549834,179.1070277852634,175.20530014038087,,46.21884491296075,0,0
2019-05-22,174.29420471191406,174.7909818953068,173.45999262071388,174.07862566874948,878500.0,-1.3993198203967836,-1.4789533610809962,0.07963354068421258,175.2479461669922,171.40926513476882,179.08662719921557,175.2479461669922,,40.2553470816695,0,0
2019-05-23,172.9351043701172,173.97552752134777,171.3416672445175,173.78806685404172,798900.0,-1.401559052525613,-1.4634744993699196,0.06191544684430661,175.12281494140626,171.14938859165787,179.09624129115466,175.12281494140626,,28.541663385317406,0,0
2019-05-24,173.18821716308594,174.03179747799433,172.12904345244786,173.3944282271453,708000.0,-1.3671499198252945,-1.4442095834609947,0.07705966363570016,174.95831756591798,170.9489059150603,178.96772921677567,174.95831756591798,,28.34383263688956,0,0
2019-05-28,170.5730743408203,174.92222798085467,170.14191619978675,173.34754107951466,2393200.0,-1.5332265233909652,-1.4620129714469887,-0.0712135519439765,174.70946044921874,170.26093663064026,179.15798426779722,174.70946044921874,,29.788868745768667,0,0
2019-05-29,170.01068115234375,170.56369513724786,168.7640469526283,170.15127307991855,1053300.0,-1.6907341278477759,-1.5077572027271462,-0.18297692512062969,174.35655822753907,169.58777652026475,179.12533993481338,174.35655822753907,,25.850884627671306,0,0
2019-05-30,172.2321319580078,172.37272389581565,170.17003582360311,170.2825093738494,1192000.0,-1.61766014538523,-1.529737791258763,-0.08792235412646687,174.21830139160156,169.36809351420018,179.06850926900293,174.21830139160156,,36.80306621614807,0,0
2019-05-31,171.7541046142578,173.3850282978624,170.59182548955488,171.38855127458783,1324100.0,-1.5801068116708734,-1.5398115953411853,-0.04029521632968813,173.95538482666015,169.173312411187,178.7374572421333,173.95538482666015,,37.26481236563807,0,0
2019-06-03,171.5478515625,173.68493430221642,170.6761388568544,172.18522059258072,1124200.0,-1.5491310037822075,-1.54167547702939,-0.007455526752817576,173.5949836730957,169.27178400551716,177.91818334067423,173.5949836730957,,45.48218339011065,0,0
2019-06-04,174.7628936767578,175.2690532770013,171.60413739895685,174.34110354477758,1375000.0,-1.2507376978456364,-1.4834879211926393,0.2327502233470029,173.38080673217775,169.8413733173816,176.9202401469739,173.38080673217775,,56.89127907896193,0,0
2019-06-05,177.2842559814453,177.73416443923128,175.07218580236065,176.243832839962,1194500.0,-0.8015660327311593,-1.3471035435003433,0.545537510769184,173.45626068115234,169.6477912179154,177.2647301443893,173.45626068115234,,59.818820184607,0,0
2019-06-06,179.7962646484375,180.9866476746294,177.0405486811835,177.6685497420637,1037700.0,-0.24012809907534916,-1.1257084546153446,0.8855803555399955,173.6329444885254,169.03107028301088,178.23481869403992,173.6329444885254,,65.23863188234805,0,0
2019-06-07,182.120849609375,182.71135009198014,180.73362328367156,181.06167592904453,904200.0,0.38791840536308086,-0.8229830826196596,1.2109014879827404,173.9277328491211,168.0486124294664,179.8068532687758,173.9277328491211,,73.84966834221551,0,0
2019-06-10,183.82675170898438,184.59535912557462,182.7394739937517,183.16126411884775,708200.0,1.011640268292382,-0.4560584124372513,1.4676986807296333,174.3410903930664,166.99850283231433,181.68367795381846,174.3410903930664,,75.7297571826606,0,0
2019-06-11,182.59881591796875,185.49512349746033,181.33344590186869,184.8671225023891,815100.0,1.3908275876198672,-0.0866812124258276,1.4775088000456948,174.83833389282228,166.6756703074866,183.00099747815796,174.83833389282228,176.64051544189454,70.24194019688402,0,0
2019-06-12,184.7921600341797,184.8202784181324,182.77693290513267,183.0112623062931,651500.0,1.8470294044816455,0.30006091095566706,1.5469684935259784,175.44618301391603,166.23151209126368,184.66085393656837,175.44618301391603,176.6601983642578,72.43568923168834,0,0
2019-06-13,184.4453887939453,185.30771942212647,183.28310961561382,185.30771942212647,736300.0,2.155741049189629,0.6711969386024594,1.4845441105871697,175.96686401367188,165.94702869576884,185.98669933157493,175.96686401367188,176.6903805541992,75.71173224878895,0,0
2019-06-14,183.21751403808594,185.2514919758691,183.17064528697236,184.99841216172362,744800.0,2.2750921743573542,0.9919759857534385,1.2831161886039157,176.42802505493165,165.95184933512832,186.904200774735,176.42802505493165,176.70219177246094,71.4685692933611,0,0
2019-06-17,184.07981872558594,184.48287276546714,182.92692198307202,183.38619849308463,579100.0,2.4114617526300037,1.2758731391287517,1.135588613501252,177.00213241577148,166.1577782990958,187.84648653244716,177.00213241577148,176.75243225097657,81.25800715011138,0,0
2019-06-18,185.75759887695312,185.92632348559354,183.9954514787367,184.69843969301942,1112700.0,2.624662981270262,1.5456311075570537,1.0790318737132085,177.65216293334962,166.3311416867388,188.97318417996044,177.65216293334962,176.80754638671874,84.65332903520437,0,0
2019-06-19,187.92283630371094,188.1665337639799,185.1764879253844,185.75762033958995,1189800.0,2.934515784404823,1.8234080429266077,1.1111077414782153,178.35702590942384,166.30718587185365,190.40686594699403,178.35702590942384,176.8965921020508,84.61526550221633,0,0
2019-06-20,190.53794860839844,191.31592404710392,188.76641865593263,189.83496030500194,1113100.0,3.3524491241644228,2.1292162591741706,1.2232328649902522,179.16921310424806,166.12379475668357,192.21463145181255,179.16921310424806,177.03362823486327,87.86834191382756,0,0
2019-06-21,190.01309204101562,191.12850266683634,188.59774711460912,190.41613188606394,1840100.0,3.599816326587529,2.4233362726568424,1.1764800539306868,180.02311248779296,166.47000695987992,193.576218015706,180.02311248779296,177.15698028564452,86.75389000116627,0,0
2019-06-24,191.66268920898438,192.13134798542617,190.27546323536927,190.82847715901121,902700.0,3.8841907883058298,2.71550717578664,1.1686836125191897,180.94683609008788,166.84786019468396,195.0458119854918,180.94683609008788,177.3285092163086,85.87355272695943,0,0
2019-06-25,191.02536010742188,192.45945511921084,190.42547732015285,191.67211164260783,1213000.0,4.011885942082387,2.9747829290457894,1.0371030130365972,181.96945037841797,168.0731635585545,195.86573719828144,181.96945037841797,177.5371566772461,81.70442759400567,0,0
2019-06-26,189.6849822998047,191.8689343023048,188.23215127658932,190.76290625852363,1326600.0,3.959287779424102,3.1716838991214518,0.7876038803026502,182.95316543579102,169.8590075966713,196.04732327491075,182.95316543579102,177.70493682861328,74.11999050187468,0,0
2019-06-27,190.3333740234375,190.88782697905873,189.3842495610917,190.6059044207928,758100.0,3.9246818603728286,3.3222834913717274,0.6023983690011012,183.8582275390625,171.39721653885354,196.31923853927148,183.8582275390625,177.96779296875,71.81534600331395,0,0
2019-06-28,193.19017028808594,193.32173223810787,190.08905079279467,190.76565920410104,1206200.0,4.08073582114082,3.473973957325546,0.6067618638152741,184.9300308227539,173.18569382178603,196.67436782372178,184.9300308227539,178.45275360107422,73.43935853176134,0,0
2019-07-01,194.0923309326172,195.41735710816857,192.00613811770478,195.12604234741167,889800.0,4.228463439298935,3.624871853720224,0.6035915855787106,186.05725479125977,175.44824929087093,196.6662602916486,186.05725479125977,178.95538299560548,79.24866054128188,0,0
2019-07-02,193.39691162109375,194.5903756657846,192.30681870372536,193.58485521463177,790900.0,4.240541788340636,3.748005840644306,0.4925359476963296,186.98895568847655,177.3255262300325,196.6523851469206,186.98895568847655,179.40848571777343,73.70453786910068,0,0
2019-07-03,195.6052703857422,195.78382181507206,193.06799607112347,194.03591918248108,547000.0,4.377844991312884,3.873973670778022,0.5038713205348619,187.9050064086914,178.65024283997974,197.15976997740307,187.9050064086914,179.8157730102539,77.88353615762345,0,0
2019-07-05,195.99061584472656,196.55446110323825,192.73914929296015,193.91381496554234,961800.0,4.466268563118234,3.9924326492460644,0.4738359138721697,188.71472396850587,179.61465898470377,197.81478895230796,188.71472396850587,180.26675964355468,83.31696203982602,0,0
2019-07-08,195.53012084960938,195.90600806144008,193.67884693602826,195.3233785813491,849900.0,4.447913999388078,4.0835289192744675,0.36438508011361037,189.38518753051758,180.35502584060902,198.41534922042615,189.38518753051758,180.66860748291015,80.50606090910792,0,0
2019-07-09,196.37588500976562,196.83635905779948,194.71255461092775,194.98508504274452,760200.0,4.450313530616114,4.156885841542797,0.29342768907331696,190.01264419555665,180.8655106114371,199.1597777796762,190.01264419555665,181.06656188964843,79.601736934705,0,0
2019-07-10,196.46046447753906,197.3908047688127,196.03758774120715,196.1503510471145,559300.0,4.408224761564497,4.207153625547138,0.20107113601735982,190.70572662353516,181.82718925647396,199.58426399059636,190.70572662353516,181.48476684570312,76.92479447493182,0,0
2019-07-11,198.13319396972656,198.1426004716646,195.8778417382826,196.22553816967542,681900.0,4.458450161125199,4.25741293266275,0.2010372284624493,191.3727783203125,182.3612901612375,200.38426647938752,191.3727783203125,181.90605621337892,75.46654715201078,0,0
2019-07-12,193.9607391357422,198.12376064143757,193.44389784700962,198.12376064143757,1704600.0,4.114146596689665,4.228759665468133,-0.11461306877846855,191.84854583740236,183.38917438605637,200.30791728874834,191.84854583740236,182.2853256225586,60.6349402097284,0,0
2019-07-15,193.10562133789062,195.30459177283856,192.6827302749416,194.61859111698124,1254600.0,3.7292937051045385,4.128866473395415,-0.3995727682908763,192.34295120239258,184.9145366089722,199.77136579581295,192.34295120239258,182.60718933105468,54.0610924632473,0,0
2019-07-16,193.02105712890625,194.44006243512257,192.7203501738066,193.8386341857427,815000.0,3.3785258479595655,3.978798348308245,-0.6002725003486797,192.7900131225586,186.46055711991207,199.11946912520514,192.7900131225586,182.89249298095703,55.79721322433031,0,0
2019-07-17,195.41732788085938,195.9717664935167,193.7727963645804,193.8761674905993,975400.0,3.2563615087800315,3.834310980402603,-0.5779494716225715,193.27299957275392,187.78469664991937,198.76130249558847,193.27299957275392,183.21991088867188,65.68919707895068,0,0
2019-07-18,197.76670837402344,197.8418886972404,193.6037001425443,194.31789170433484,932800.0,3.310954142680629,3.7296396128582083,-0.4186854701775795,193.76519317626952,188.53771399029316,198.99267236224588,193.76519317626952,183.6597415161133,68.61177779458814,0,0
2019-07-19,195.4831085205078,198.4056764193908,195.4455112002113,198.21771849626094,1355200.0,3.133826968474068,3.6104770839813805,-0.4766501155073124,194.012451171875,188.9629185444055,199.0619837993445,194.012451171875,184.0441519165039,55.91078014273667,0,0
2019-07-22,195.92481994628906,197.221640952049,195.27640227381963,195.81204230378637,836100.0,2.9945752281355453,3.4872967128122134,-0.4927214846766681,194.30803756713868,189.56119798981794,199.05487714445943,194.30803756713868,184.43814666748048,54.838691481543556,0,0
2019-07-23,196.7517547607422,197.01487866790325,195.03204286375401,195.86840406991112,808600.0,2.9173149583322697,3.3733003619162245,-0.4559854035839548,194.56249084472657,189.8674034962267,199.25757819322644,194.56249084472657,184.86198974609374,58.79737034799275,0,0
2019-07-24,200.69863891601562,200.83959302866134,196.1315392569899,197.34378764327485,1145600.0,3.1383888110913176,3.3263180517512434,-0.18792924065992578,195.04615478515626,189.91276218782156,200.17954738249097,195.04615478515626,185.42288360595703,62.24024242939838,0,0
2019-07-25,199.84347534179688,201.75113077304042,199.31722754547823,200.34153231611108,1145100.0,3.2076115295706416,3.3025767473151233,-0.09496521774448174,195.55407943725587,190.64902226255774,200.459136611954,195.55407943725587,185.96704956054688,59.05462228568601,0,0
2019-07-26,201.52560424804688,209.17502518030062,200.96177342852022,207.9721688916301,1575000.0,3.359478796916875,3.313957157235474,0.045521639681401105,196.11369094848632,191.1629211913995,201.06446070557314,196.11369094848632,186.51692626953124,63.32490494322367,0,0
2019-07-29,202.34315490722656,202.42772736830523,200.46369040764992,201.8732887823324,1216000.0,3.5053961809327916,3.3522449619749377,0.15315121895785389,196.57134017944335,191.09424015093143,202.04844020795528,196.57134017944335,187.08390350341796,63.27885351296032,0,0
2019-07-30,200.73622131347656,202.5311134848694,200.41671576629443,201.0933241833726,980900.0,3.4515829480428977,3.3721125591885297,0.07947038885436797,196.90353469848634,191.25623163510102,202.55083776187166,196.90353469848634,187.64667449951173,58.91101073457898,0,0
2019-07-31,197.13706970214844,201.45043815128892,195.94360549088412,200.3697515832296,1218400.0,3.082975495182268,3.3142851463872773,-0.23130965120500946,197.09054260253907,191.68984390420007,202.49124130087807,197.09054260253907,188.13427612304687,48.07830434393531,0,0
2019-08-01,200.08779907226562,202.1740059199464,198.0673803682178,198.0673803682178,1444600.0,2.9944326770793452,3.250314652525691,-0.25588197544634594,197.31466903686524,191.8026017933732,202.82673628035727,197.31466903686524,188.65952056884765,62.404903350973285,0,0
2019-08-02,198.86614990234375,200.0878047919075,196.97729309239074,200.0878047919075,1158900.0,2.79348343934592,3.1589484098897374,-0.36546497054381755,197.45844573974608,191.9417868276451,202.97510465184706,197.45844573974608,189.15095947265624,61.49225634487789,0,0
2019-08-05,193.26535034179688,197.71028015372053,191.9403243431175,197.02427958229856,1544400.0,2.1574225794331596,2.958643243798422,-0.8012206643652622,197.34520721435547,191.5747488865597,203.11566554215125,197.34520721435547,189.55756439208983,50.399447509952516,0,0
2019-08-06,198.4808807373047,198.5936440334861,193.9607559799336,194.67496176022394,1134100.0,2.050551993337649,2.7770249937062674,-0.7264730003686184,197.45045700073243,191.67765292609528,203.22326107536958,197.45045700073243,190.06341766357423,54.58641134037622,0,0
2019-08-07,198.9789276123047,199.20445419317986,194.12990537500605,196.62959680033953,883900.0,1.9831835983245014,2.618256714629914,-0.6350731163054126,197.5763801574707,191.78466153087072,203.3680987840707,197.5763801574707,190.6315347290039,51.921302163242494,0,0
2019-08-08,204.66432189941406,204.85227985885012,199.04472592040952,199.13870490012755,1196600.0,2.3613374359801753,2.5668728588999663,-0.205535422919791,197.90293655395507,191.29942684917944,204.5064462587307,197.90293655395507,191.32460754394532,63.13530609607438,0,0
2019-08-09,205.5570526123047,206.71291934966087,203.3862589105888,203.9219132152034,934200.0,2.7019169675252783,2.593881680625029,0.10803528690024944,198.4827522277832,191.32364371465195,205.64186074091447,198.4827522277832,191.99110595703124,63.60499148688549,0,0
2019-08-12,204.10044860839844,206.46857788102974,202.85060300170903,204.99319137341197,518500.0,2.821765375489491,2.6394584195979216,0.18230695589156953,199.0324935913086,191.92354253209993,206.14144465051726,199.0324935913086,192.63803283691405,60.19821990025478,0,0
2019-08-13,205.90478515625,207.68087897755876,204.09109400563813,205.49130056899426,844900.0,3.0274425094724506,2.7170552375728274,0.31038727189962323,199.6766799926758,192.52651429509638,206.8268456902552,199.6766799926758,193.32517150878905,57.68168436447734,0,0
2019-08-14,199.27963256835938,205.01200542966464,199.11987979539543,203.16073162064527,924800.0,2.6255825930807077,2.6987607086744037,-0.07317811559369591,199.8697952270508,193.00090538327328,206.7386850708283,199.8697952270508,193.8155062866211,49.2890958789416,0,0
2019-08-15,202.32440185546875,203.17956183694957,198.7534156334619,199.72133892180022,764400.0,2.5237014895450898,2.663748864848541,-0.14004737530345102,200.09767990112306,193.22016019209062,206.9751996101555,200.09767990112306,194.31630920410157,50.97368321202747,0,0
2019-08-16,203.9219207763672,205.05900323371324,203.3486834669771,204.14746170338512,1237100.0,2.5425573879915078,2.6395105694771344,-0.0969531814856266,200.519620513916,193.800501069192,207.23873995864002,200.519620513916,194.79882232666014,51.88850542571592,0,0
2019-08-19,205.4630584716797,206.5719499825399,203.79972837497743,206.03629571748237,1416300.0,2.6512952740015976,2.641867510382027,0.009427763619570761,200.99653244018555,194.2966082314728,207.6964566488983,200.99653244018555,195.26566650390626,55.66311401985338,0,0
2019-08-20,204.80531311035156,207.38017110605773,204.66434462512152,206.21491192756787,919000.0,2.6538048678465884,2.6442549818749397,0.009549885971648742,201.39921035766602,194.8062578451585,207.99216287017353,201.39921035766602,195.6852377319336,59.88375797806852,0,0
2019-08-21,205.82025146484375,206.92912912221902,204.44823547029247,206.08337546283727,732600.0,2.706492026712027,2.6567023908423577,0.049789635869669446,201.65529098510743,194.78488738362753,208.52569458658732,201.65529098510743,196.14966644287108,57.77674920034545,0,0
2019-08-22,205.1153564453125,207.154573649676,204.2508045203641,205.82015561296154,614600.0,2.660696984074576,2.6575013094888016,0.0031956745857746327,201.91888504028321,194.93753609252232,208.9002339880441,201.91888504028321,196.55613037109376,58.59834259340128,0,0
2019-08-23,201.1967010498047,206.36522895371752,199.9750461319534,205.04959506557856,1043900.0,2.281897053203352,2.582380458231712,-0.30048340502836,201.9024398803711,194.9156428815457,208.88923687919652,201.9024398803711,196.89115661621094,61.44248850113437,0,0
2019-08-26,204.053466796875,204.1474457605877,201.61015713211182,202.85061062507128,642900.0,2.1870021008260494,2.5033047867505793,-0.3163026859245299,201.98795547485352,194.93687482365783,209.0390361260492,201.98795547485352,197.3078756713867,58.626643870466054,0,0
2019-08-27,205.34091186523438,206.9572526640414,204.48576631939193,205.33151970378216,915500.0,2.1904332734955574,2.440730484099575,-0.25029721060401755,202.21819000244142,195.03964629215886,209.39673371272397,202.21819000244142,197.73309753417968,59.61370760184297,0,0
2019-08-28,206.26187133789062,206.722331040611,203.58362824014807,203.7903705169861,701700.0,2.241626164163648,2.4009096201123894,-0.15928345594874127,202.6744300842285,195.6986063970538,209.65025377140321,202.6744300842285,198.14318298339845,52.82016830988154,0,0
2019-08-29,208.45147705078125,208.88374598539374,206.62839364513437,207.8500344649196,669400.0,2.4308583585739427,2.4068993678047,0.023958990769242572,203.0926139831543,195.77527901043166,210.40994895587696,203.0926139831543,198.55375579833984,54.88584187911567,0,0
2019-08-30,207.36131286621094,209.98315942244642,206.57194125134168,209.7482263699847,1038600.0,2.464450446495789,2.418409583542918,0.04604086295287102,203.51737213134766,196.24693437462813,210.7878098880672,203.51737213134766,198.8902230834961,55.57334774326674,0,0
2019-09-03,204.9744110107422,207.0700244285974,202.89761059361382,205.9141433397321,1102200.0,2.2722760033032046,2.3891828674949753,-0.11690686419177077,204.10282516479492,198.64976390936923,209.55588642022062,204.10282516479492,199.18944946289062,48.440887297832894,0,0
2019-09-04,205.80137634277344,206.88206276598018,204.3072054079887,205.9329382928958,624500.0,2.1617858420658536,2.343703462409151,-0.1819176203432975,204.46884994506837,199.65998203635937,209.27771785377738,204.46884994506837,199.4722232055664,63.565223738959055,0,0
2019-09-05,206.9478302001953,207.8875624182185,206.13026775905138,207.62443854430606,721200.0,2.142038748901399,2.3033705197076006,-0.16133177080620165,204.8672950744629,200.69531647939826,209.03927366952755,204.8672950744629,199.79067260742187,60.44127508568365,0,0
2019-09-06,208.05674743652344,208.8555257114738,206.45920522580118,206.8444989508562,745500.0,2.1906173158568265,2.2808198789374456,-0.09020256308061914,205.03691635131835,200.63042218814726,209.44341051448944,205.03691635131835,200.15810791015625,59.54856951166914,0,0
2019-09-09,204.09107971191406,208.55480869858374,203.41448556282123,208.55480869858374,1337500.0,1.8873635846894956,2.202128620087856,-0.3147650353983602,204.96361770629883,200.54479986631628,209.38243554628139,204.96361770629883,200.43326202392578,47.15074309978769,0,0
2019-09-10,200.8114013671875,203.25469679096176,197.7478648328315,202.9257990831034,1733600.0,1.366636450609377,2.0350301861921603,-0.6683937355827831,204.79916534423828,200.01535017912227,209.5829805093543,204.79916534423828,200.58568664550782,42.520207969338415,0,0
2019-09-11,204.81468200683594,205.02142429034296,200.19120013229363,200.52950438356157,925800.0,1.2624351692295477,1.880511182799638,-0.6180760135700902,204.7446601867676,199.98912833559382,209.50019203794136,204.7446601867676,200.8001336669922,48.306344045951604,0,0
2019-09-12,206.77871704101562,208.5454185932798,206.60957208686892,206.86330385726788,1059700.0,1.323084422507776,1.7690258307412656,-0.4459414082334896,205.1196144104004,201.0445117727339,209.1947170480669,205.1196144104004,201.06776977539062,52.687564964073765,0,0
2019-09-13,205.03082275390625,207.40835908730662,204.373012894885,207.07944698820623,721800.0,1.2160905960759294,1.6584387838081984,-0.442348187732269,205.25493545532225,201.39668040419815,209.11319050644636,205.25493545532225,201.2562808227539,56.66230596235724,0,0
2019-09-16,202.31495666503906,204.7770649943062,202.04244061252038,203.92190517635777,845700.0,0.9017546555023159,1.507101958147022,-0.605347302644706,205.17458724975586,201.13669937930743,209.2124751202043,205.17458724975586,201.38276763916016,46.964238039335015,0,0
2019-09-17,205.23753356933594,206.3840081503168,202.94459874655158,202.98218173022656,815900.0,0.8783436898059165,1.3813503044788011,-0.5030066146728847,205.16331100463867,201.12755603901385,209.1990659702635,205.16331100463867,201.57691589355468,49.829233853588256,0,0
2019-09-18,207.19219970703125,207.35195249754506,204.3166207994252,205.48189416098202,983300.0,1.0059199334803282,1.3062642302791065,-0.3003442967987784,205.28265533447265,201.15143589756883,209.41387477137647,205.28265533447265,201.7932421875,51.486020633190535,0,0
