Price,Close,High,Low,Open,Volume
Ticker,SYK,SYK,SYK,SYK,SYK
Date,,,,,
2022-04-01,260.5273132324219,262.1734742911653,258.3195377888471,259.7720224109588,1044600
2022-04-04,256.7218322753906,259.4912518883396,253.85560398683296,259.2394784096503,1264600
2022-04-05,259.9947814941406,261.3698134526603,255.69542408413366,255.83100351775184,2199700
2022-04-06,259.70428466796875,260.217494763373,249.4787944098509,249.80802073983872,4085800
2022-04-07,261.6119079589844,262.8707163756813,257.04142099320137,258.65850428768675,1372600
2022-04-08,260.93414306640625,262.81269308051515,258.29060918860006,261.30211073630846,1097200
2022-04-11,254.9982452392578,259.92700711548633,254.60122915422144,259.0361662595499,1046500
2022-04-12,254.107421875,256.95426528526673,252.257920764125,255.23065093573717,945900
2022-04-13,255.2887725830078,255.74385617155465,251.27989988026332,251.27989988026332,864900
2022-04-14,253.41018676757812,257.1285442142024,252.89697666676255,257.1188515261695,913000
2022-04-18,250.75701904296875,254.3107789184435,249.54661479464266,252.17079248165078,590800
2022-04-19,263.06439208984375,265.1559443190619,252.13201424995734,252.13201424995734,2345400
2022-04-20,267.615478515625,270.4333025785715,262.9868947937082,262.9868947937082,1459500
2022-04-21,261.4762878417969,269.67798575394283,261.3504011095346,268.49663037937705,1354300
2022-04-22,240.44435119628906,256.6831219570585,238.63359139155637,254.7077637432854,3099300
2022-04-25,245.78948974609375,246.4866836608264,238.9724858632502,239.75684009890446,1800400
2022-04-26,241.01565551757812,245.47962637449348,241.01565551757812,244.50162519288054,1354100
2022-04-27,241.25772094726562,243.99807739423593,238.41086313202086,240.61863886042104,1751200
2022-04-28,244.11427307128906,245.58611362728053,239.36948075069276,243.48485415582857,1628100
2022-04-29,233.61766052246094,241.14153626527673,233.1722401044785,240.95755248485088,3090500
2022-05-02,229.46356201171875,236.00942187046743,222.86928303532355,234.04372685262817,1911600
2022-05-03,230.3350372314453,232.48471593965144,229.01811707484555,229.46355225263295,1148100
2022-05-04,238.17845153808594,239.90206560032357,228.63078448160243,230.9160277560378,1654400
2022-05-05,233.7144775390625,238.98215787213073,230.37376560572318,236.29022068030287,1879900
2022-05-06,232.47506713867188,233.5595845415265,227.7302739503,232.35887306706357,1506300
2022-05-09,221.75572204589844,229.00846915783623,220.62278551487248,228.0401458210166,2011000
2022-05-10,220.30322265625,225.97759763052943,216.92378388768833,224.16683783704934,1858000
2022-05-11,219.5382537841797,225.68711248203948,218.87978627486794,219.9836742158124,1429600
2022-05-12,220.77772521972656,221.26188689784001,216.94315822787377,216.94315822787377,1375500
2022-05-13,225.88075256347656,228.4080766568424,223.22754172844324,224.37017076522372,1261300
2022-05-16,226.44239807128906,227.84646382962248,224.13778400663568,224.62194563195342,985500
2022-05-17,231.55514526367188,231.92309805417406,228.19506237855342,230.0348706573854,1058400
2022-05-18,224.85435485839844,229.85089174293967,223.87633889145462,228.6501803346468,1101300
2022-05-19,223.19851684570312,224.90276050549647,220.0224176578733,221.39743494738394,1920100
2022-05-20,224.89309692382812,226.65545250431296,219.49952879882508,225.65806586534563,1086600
2022-05-23,225.66773986816406,228.09822594420748,223.28565813501933,227.55596727986634,925000
2022-05-24,225.8904571533203,226.8297319318289,222.3948094661494,225.00927940846117,771800
2022-05-25,227.56565856933594,229.08593327698938,223.70205797108838,224.989929762318,1115400
2022-05-26,227.49786376953125,229.81215571600853,225.4547011475035,228.4661870069768,907900
2022-05-27,229.0084228515625,231.0128588456873,228.6888744419728,229.55068144646432,1021300
2022-05-31,227.0718231201172,227.82711414291637,224.18622370543721,227.0234039980523,2090100
2022-06-01,220.77772521972656,228.53398998394474,218.44406238511377,227.98205335412518,1156600
2022-06-02,226.9652862548828,227.1202215211785,217.09806996120903,222.11399208559058,1011500
2022-06-03,221.76541137695312,225.0480268480393,221.46523351115584,225.0480268480393,747300
2022-06-06,220.92294311523438,224.11841278863866,220.05145810223328,223.7310893996249,794700
2022-06-07,223.39218139648438,223.71172985716632,218.48278996977663,218.84106486109837,739900
2022-06-08,219.48985290527344,222.68532292895702,219.1315779923905,222.28830680766188,660400
2022-06-09,212.03370666503906,218.50209776722303,211.79162589429077,218.06635533496367,983800
2022-06-10,209.54515075683594,212.10152361129389,207.3857939911523,208.36379517954305,1346700
2022-06-13,200.53976440429688,205.4588338410691,199.44555433043692,203.7255416087795,1762500
2022-06-14,194.22628784179688,200.05559820154392,192.0088192270503,199.36808216246575,1792800
2022-06-15,196.09512329101562,199.22281782351422,193.06428176283734,197.13123619337355,1651900
2022-06-16,189.5008544921875,191.37940393570457,187.52548159025162,190.4110806988764,1438500
2022-06-17,187.94183349609375,193.44191657939226,187.79659093619685,189.94626947530173,2265200
2022-06-21,189.5008544921875,191.97975961439724,188.20330490094332,191.16637164156717,1411400
2022-06-22,190.51760864257812,192.8899977646148,187.21562265443322,188.0483812806865,1300900
2022-06-23,193.7227325439453,194.9621850292213,190.8468115244774,191.15668203351595,1293000
2022-06-24,197.95433044433594,198.55470095376324,193.59687547728382,195.6400382861859,1546200
2022-06-27,196.695556640625,199.02920503866454,195.34958757103945,198.10930067175826,1126100
2022-06-28,191.53436279296875,198.83551439681793,191.38910542428766,197.84783521190732,1313400
2022-06-29,193.79360961914062,194.78478605722287,191.02416653903697,193.09397223480158,904600
2022-06-30,193.30775451660156,193.62842970534254,188.61427493581397,191.68495449663777,2424900
2022-07-01,198.0984344482422,198.38995870363797,191.6655360628624,193.35635005458676,1976600
2022-07-05,196.3104248046875,196.82544452208842,191.50032687804472,195.3386872507177,1090300
2022-07-06,195.08604431152344,197.81663954965603,193.63816470980765,196.75743424746278,1278800
2022-07-07,195.9994659423828,196.29099018043576,192.96764945272508,194.84309585554732,2043100
2022-07-08,195.20265197753906,197.51537736083156,194.06572077564954,195.5427512377832,854600
2022-07-11,191.8501434326172,193.86164734180338,190.7229391079803,191.29626072196078,1120600
