Date,Close,High,Low,Open,Volume,MACD,Signal_Line,MACD_Hist,BB_Middle,BB_Lower,BB_Upper,Buy_signal_MACD_BB,Sell_signal_MACD_BB
2023-06-16,1269.9833984375,1272.7449233744987,1260.2197018471002,1260.2197018471002,301130.0,14.368164938679229,11.205462422181734,3.162702516497495,1228.8818908691405,1190.5872778824742,1267.176503855807,0,0
2023-06-19,1258.197998046875,1274.2244275732412,1254.2036705316573,1273.3367858597653,331132.0,14.700617408062726,11.904493419357932,2.796123988704794,1231.2735290527344,1191.8889569160444,1270.6581011894243,0,0
2023-06-20,1255.8555908203125,1264.3619259304137,1250.0614205279246,1257.7047941051171,342718.0,14.60669876733482,12.444934488953312,2.161764278381508,1233.5579040527343,1194.0280157300908,1273.0877923753778,0,0
2023-06-21,1264.1646728515625,1266.8768375558159,1256.4472592313234,1260.5895466505015,289420.0,15.02949043572653,12.961845678307956,2.0676447574185737,1236.678125,1197.8712468723309,1275.485003127669,0,0
2023-06-22,1250.3572998046875,1268.750611555785,1248.705296768632,1263.2276820062261,123240.0,14.088018360946762,13.187080214835719,0.9009381461110433,1239.0709899902345,1203.359175521257,1274.782804459212,0,0
2023-06-23,1240.322265625,1248.9765609532296,1238.2758621751948,1247.5957984420038,579992.0,12.389335024651928,13.027531176798963,-0.6381961521470352,1239.285498046875,1203.599010462022,1274.971985631728,0,0
2023-06-26,1229.942138671875,1240.6428382452477,1227.5012142673193,1234.774747624934,395564.0,10.08922444839186,12.439869831117543,-2.3506453827256824,1238.6543029785157,1202.7661319437589,1274.5424740132726,0,0
2023-06-27,1230.7310791015625,1237.733371307285,1226.0956707354717,1233.295283521721,297844.0,8.235102014677295,11.598916267829493,-3.3638142531521975,1238.0724243164063,1202.060662127121,1274.0841865056916,0,0
2023-06-28,1247.2752685546875,1251.1708751085162,1231.6679214370727,1240.692057059031,343242.0,8.008359072675376,10.88080482879867,-2.8724457561232946,1239.4198791503907,1204.195863713368,1274.6438945874133,0,0
2023-06-30,1257.803466796875,1260.7621922233266,1249.0752508670116,1252.5517773212616,579648.0,8.579304387319098,10.420504740502757,-1.841200353183659,1241.6056396484375,1207.5957719526962,1275.615507344179,0,0
2023-07-03,1289.609619140625,1292.9628649891677,1259.0361265283716,1259.0361265283716,1034428.0,11.4660992864724,10.629623649696686,0.8364756367757131,1245.5567687988282,1208.4958301337358,1282.6177074639206,0,0
2023-07-04,1276.320068359375,1295.1819412907944,1268.923255445093,1292.4697765555575,379646.0,12.537030278627071,11.011104975482764,1.525925303144307,1248.3046813964843,1210.6521090074204,1285.9572537855481,0,0
2023-07-05,1274.618896484375,1284.0867934640057,1270.1314482433522,1282.3855504771009,123536.0,13.097500618308004,11.428384104047812,1.6691165142601925,1250.882470703125,1213.4474658677195,1288.3174755385303,0,0
2023-07-06,1301.0255126953125,1303.9595578323765,1270.2793778886064,1270.2793778886064,1238818.0,15.49386698538865,12.24148068031598,3.252386305072669,1254.3540405273438,1211.9082828478054,1296.7997982068823,0,0
2023-07-07,1299.5953369140625,1314.1670822987692,1295.6256899418977,1298.2886148009434,1153536.0,17.080705621088555,13.209325668470496,3.8713799526180583,1257.6986267089844,1212.0175586437972,1303.3796947741716,0,0
2023-07-10,1348.759521484375,1358.54801907031,1317.9888268494267,1324.522678483794,2221140.0,22.051232602005257,14.97770705517745,7.073525546827806,1263.9427734375,1205.398181854766,1322.4873650202337,0,0
2023-07-11,1363.1341552734375,1365.871000401469,1350.4116117202336,1356.1811022877193,1054808.0,26.84091845795365,17.35034933573269,9.490569122220958,1270.8760559082032,1200.3893523761549,1341.3627594402515,0,0
2023-07-12,1364.0709228515625,1381.8232741238749,1361.9998392812936,1365.8708862567298,650442.0,30.362369821889388,19.95275343296403,10.409616388925357,1276.936505126953,1196.4567664739996,1357.4162437799066,0,0
2023-07-13,1352.70458984375,1380.713881894289,1350.0417850590543,1371.3199043852455,523146.0,31.86861575230546,22.335925896832318,9.53268985547314,1281.634716796875,1194.899871541833,1368.369562051917,0,0
2023-07-14,1350.6087646484375,1361.4081844313841,1343.1380312815384,1356.6002557283111,998646.0,32.51835951978842,24.37241262142354,8.14594689836488,1286.2540283203125,1195.044077611038,1377.463979029587,0,0
2023-07-17,1378.963134765625,1388.6283518481753,1345.5049564060573,1354.4550519237443,907280.0,34.91872550628386,26.481675198395607,8.437050307888256,1291.7030151367187,1191.9634831552494,1391.442547118188,0,0
2023-07-18,1391.784423828125,1399.4771582666915,1377.779837983487,1386.6806945869257,728888.0,37.42420082825288,28.67018032436706,8.754020503885819,1298.3823364257812,1190.5283286899266,1406.2363441616358,0,0
2023-07-19,1400.46337890625,1407.8601925272337,1378.9879392818248,1396.5184116417254,1564670.0,39.65303174681685,30.866750608857018,8.786281137959833,1305.612725830078,1190.610888132533,1420.614563527623,0,0
2023-07-20,1291.878173828125,1297.894224804139,1273.238179500109,1276.6900258426733,801360.0,32.285312753740754,31.150463037833767,1.134849715906988,1306.9984008789063,1193.4405764093067,1420.556225348506,0,0
2023-07-21,1250.6531982421875,1288.919428108193,1244.316666933276,1283.5936983281633,1793976.0,22.85635751010227,29.491641932287468,-6.635284422185197,1307.0131958007812,1193.4863700645808,1420.5400215369816,0,0
2023-07-24,1226.662841796875,1240.1003854775386,1217.7866661546018,1224.9122386337037,456610.0,13.294767474462105,26.252267040722398,-12.957499566260292,1306.330224609375,1190.9646400338681,1421.6958091848817,0,0
2023-07-25,1225.2574462890625,1235.267824393252,1222.964482316286,1228.6106924055039,398476.0,5.539874585807638,22.10978854973945,-16.56991396393181,1306.0959899902343,1190.0602927692828,1422.1316872111859,0,0
2023-07-26,1245.4754638671875,1256.1022436032824,1222.9892225053434,1222.9892225053434,265918.0,1.0138046412614585,17.89059176804385,-16.876787126782393,1306.8332092285157,1192.6408941212046,1421.0255243358267,0,0
2023-07-27,1235.9088134765625,1251.540720381889,1228.585920679697,1247.1026327209604,202278.0,-3.3069664819656737,13.651080118041948,-16.95804660000762,1306.2648864746093,1190.7193932778732,1421.8103796713453,0,0
2023-07-28,1246.412353515625,1253.4638856119752,1233.2952902767784,1237.2649373404429,1289934.0,-5.816610561355674,9.757541982162424,-15.574152543518098,1305.695330810547,1189.037086467959,1422.353575153135,0,0
2023-07-31,1256.3980712890625,1259.258076055407,1242.0482056500798,1246.5602135063293,170040.0,-6.919988287653496,6.42203592819924,-13.342024215852735,1304.0347534179687,1185.4822887246685,1422.5872181112688,0,0
2023-08-01,1239.0401611328125,1261.8963626334482,1235.711595111798,1256.3981128439616,340426.0,-9.090274344508998,3.3195738736575935,-12.40984821816659,1302.1707580566406,1180.6484262234449,1423.6930898898363,0,0
2023-08-02,1226.0711669921875,1238.6210695029436,1214.655346210193,1232.8022189513251,368980.0,-11.72161167839704,0.31133676324666704,-12.032948441643706,1299.7433715820312,1174.0363898477913,1425.450353316271,0,0
2023-08-03,1220.449462890625,1232.7528044157514,1212.0910882924065,1218.7235398601028,421894.0,-14.09807616543253,-2.570545822489173,-11.527530342943358,1295.7145690917969,1165.1111758505558,1426.317962333038,0,0
2023-08-04,1237.807373046875,1241.2838994533838,1218.9948589583657,1225.405430627645,1419590.0,-14.414640111011067,-4.9393646801935525,-9.475275430817515,1292.6251708984375,1159.5093009757495,1425.7410408211256,0,0
2023-08-07,1244.3658447265625,1246.7822092423246,1235.292468806333,1240.1989974217427,586260.0,-13.975207967303731,-6.746533337615588,-7.228674629688143,1287.4054870605469,1155.3750195403893,1419.4359545807044,0,0
2023-08-08,1235.5882568359375,1249.8642023013326,1232.5309315273382,1245.2781541430152,303510.0,-14.17186833638857,-8.231600337370185,-5.940267999018385,1281.0281921386718,1152.114506590224,1409.9418776871196,0,0
2023-08-09,1244.4151611328125,1247.2998459079888,1223.4328446167408,1236.2539868819706,425596.0,-13.46030368636093,-9.277341007168335,-4.182962679192595,1275.0454040527343,1151.35857466619,1398.7322334392786,0,0
2023-08-10,1250.3819580078125,1257.4582910569611,1237.1417341188371,1246.1165103925257,401654.0,-12.273432444186938,-9.876559294572056,-2.3968731496148816,1269.9292724609375,1151.4108828051526,1388.4476621167223,0,0
2023-08-11,1256.4720458984375,1261.5512152170904,1238.7690538476504,1250.283354561232,594940.0,-10.717860414808001,-10.044819518619246,-0.6730408961887555,1265.2224365234374,1152.8787704966355,1377.5661025502393,0,0
2023-08-14,1270.6492919921875,1273.2381767435056,1244.7357643555863,1249.0999325212897,815800.0,-8.24601813457025,-9.685059241809446,1.4390411072391966,1259.8067443847656,1160.9116574390923,1358.7018313304388,0,0
2023-08-16,1269.7369384765625,1273.3120649486928,1257.7787568284023,1260.7374821846481,175742.0,-6.288198188227852,-9.005687031093128,2.7174888428652757,1253.7043701171874,1176.3918083219485,1331.0169319124263,0,0
2023-08-17,1251.4176025390625,1271.2410392517786,1248.680757381554,1266.3345102237463,279228.0,-6.144004821427188,-8.43335058915994,2.289345767732751,1246.2520812988282,1211.4650798654718,1281.0390827321846,0,0
2023-08-18,1260.76220703125,1270.772585586488,1236.993803237759,1248.582144627469,2288622.0,-5.215577126449261,-7.789795896617805,2.5742187701685433,1244.6962829589843,1216.3060076178747,1273.0865583000939,0,0
2023-08-21,1250.6063232421875,1268.8072959880637,1248.2722465403206,1256.9381928426394,312152.0,-5.2388957061330075,-7.279615858520845,2.0407201523878378,1244.6939392089844,1216.3057268189666,1273.0821515990021,0,0
2023-08-22,1250.978759765625,1260.1413230981889,1240.8229620068876,1250.60629685581,231980.0,-5.167752697393098,-6.857243226295297,1.6894905289021986,1245.909735107422,1218.7153252134376,1273.1041450014063,0,0
2023-08-23,1253.0396728515625,1262.599554204623,1250.5069978111799,1255.4234597235506,314658.0,-4.888718781155831,-6.463538337267404,1.5748195561115734,1247.298846435547,1221.7582820507362,1272.8394108203577,0,0
2023-08-24,1230.940185546875,1262.400933952554,1227.4391312503828,1262.400933952554,605208.0,-6.377312634265309,-6.446293196666986,0.06898056240167705,1246.5720825195312,1220.0064165715364,1273.137748467526,1,0
2023-08-25,1226.6197509765625,1244.026209817914,1213.7077024914265,1218.6987300970702,2425806.0,-7.815563993344313,-6.720147356002451,-1.0954166373418612,1246.1076293945312,1218.4544568242875,1273.7608019647748,0,0
2023-08-28,1213.012451171875,1233.3489026890902,1207.7731150955776,1228.6310389582482,698806.0,-9.938815452901508,-7.363880975382263,-2.5749344775192453,1244.4376342773437,1213.0764595924793,1275.798808962208,0,0
2023-08-29,1201.9378662109375,1217.779907551867,1196.0777585734368,1215.22237728258,440308.0,-12.372511374476971,-8.365607055201206,-4.006904319275765,1241.7146240234374,1205.6252084472426,1277.8040395996322,0,0
2023-08-30,1200.969482421875,1213.360058173572,1199.3554764097746,1206.9288892357838,1847756.0,-14.215505901624965,-9.535586824485957,-4.679919077139008,1239.8110900878905,1199.373579915433,1280.248600260348,0,0
2023-08-31,1195.3079833984375,1204.7437109342836,1191.8813729489864,1201.8385728343862,483982.0,-15.949076967196333,-10.818284853028032,-5.130792114168301,1238.272930908203,1193.52431038822,1283.021551428186,0,0
2023-09-01,1198.3621826171875,1204.6443418247482,1192.5269304007695,1195.8542414582653,1446414.0,-16.881892229413552,-12.031006328305137,-4.8508859011084144,1237.1685668945313,1189.568511936407,1284.7686218526555,0,0
2023-09-04,1196.9219970703125,1203.30357712652,1194.8610840142003,1196.8724080927886,487826.0,-17.535230757916906,-13.131851214227492,-4.4033795436894145,1235.1242980957031,1184.2411865081351,1286.0074096832711,0,0
2023-09-05,1203.7752685546875,1208.741440682015,1197.3440998986855,1200.944574690998,403438.0,-17.300574264310626,-13.965595824244119,-3.3349784400665072,1233.0947692871093,1180.5527396180387,1285.63679895618,0,0
2023-09-06,1205.8363037109375,1209.7595311969296,1200.820421360499,1203.27865231663,350500.0,-16.75515598176389,-14.523507855748074,-2.231648126015818,1231.6071716308593,1177.6955368784538,1285.5188063832647,0,0
2023-09-07,1207.5247802734375,1210.7527922297515,1197.542725572291,1204.7189414553404,202216.0,-16.00219872997627,-14.819246030593714,-1.1829526993825574,1229.7626525878907,1175.176019008295,1284.3492861674863,0,0
2023-09-08,1216.240478515625,1219.518079560086,1203.5021735352593,1209.958197669298,890656.0,-14.534644342675165,-14.762325693010006,0.22768135033484072,1228.0555786132813,1174.051701382257,1282.0594558443056,0,0
2023-09-11,1228.82958984375,1229.6242258865243,1217.7302678212025,1219.6670264643635,733192.0,-12.214954453598239,-14.252851445127652,2.037896991529413,1226.6734558105468,1174.3427517258478,1279.0041598952457,0,0
2023-09-12,1210.7279052734375,1236.427845941942,1209.362207943227,1236.427845941942,314114.0,-11.702340865729866,-13.742749329248095,2.0404084635182294,1223.6773864746094,1175.230464705591,1272.1243082436279,0,0
2023-09-13,1218.077880859375,1222.9198987325292,1199.6285997173884,1213.509026704876,285892.0,-10.581037684724151,-13.110407000343308,2.5293693156191566,1221.09443359375,1177.7471595143045,1264.4417076731954,0,0
2023-09-14,1217.258544921875,1224.1614759436181,1214.2291313112157,1219.8657853878806,462886.0,-9.647302302201297,-12.417786060714906,2.7704837585136097,1219.3864807128907,1178.4447719212171,1260.3281895045643,0,0
2023-09-15,1221.7032470703125,1225.204422808354,1216.5136212395341,1224.6829504653363,252974.0,-8.451239340495249,-11.624476716670976,3.1732373761757273,1217.4335327148438,1181.3657652864188,1253.5013001432687,0,0
2023-09-18,1209.759521484375,1217.4819433355126,1208.0710714710463,1212.7392247392625,278662.0,-8.370618384868976,-10.973705050310578,2.6030866654416016,1215.3911926269532,1182.7714322908132,1248.0109529630931,0,0
2023-09-20,1182.991943359375,1204.9919894906309,1172.8112902194302,1203.27868430865,5066954.0,-10.347367533482384,-10.84843754694494,0.5010700134625559,1211.9918518066406,1180.8508898202167,1243.1328137930645,1,0
2023-09-21,1174.2762451171875,1186.9151288301105,1171.5199953599292,1181.9241016336323,716226.0,-12.473453278542138,-11.17344069326438,-1.3000125852777575,1208.0536804199219,1178.9125819800765,1237.1947788597672,0,0
2023-09-22,1169.061767578125,1183.761564249082,1167.0504436285164,1176.0639974932344,735120.0,-14.413012075895494,-11.821354969790603,-2.5916571061048916,1204.9597595214843,1173.0426055576952,1236.8769134852735,0,0
2023-09-25,1162.109130859375,1171.9669097681128,1159.9985077089746,1168.9624726319155,382302.0,-16.32298486533591,-12.721680948899664,-3.6013039164362475,1201.734228515625,1166.1998491716633,1237.2686078595868,0,0
2023-09-26,1162.8541259765625,1167.0505174179639,1160.1475862595246,1163.9218045479122,278192.0,-17.573955561499815,-13.692135871419696,-3.8818196900801194,1199.2263122558593,1160.140822322538,1238.3118021891805,0,0
2023-09-27,1176.535888671875,1177.827020679952,1161.587662051927,1166.5538341855395,496260.0,-17.26236514477705,-14.406181726091168,-2.856183418685882,1197.9562133789063,1157.6111269103662,1238.3012998474464,0,0
2023-09-28,1159.1046142578125,1183.935475745769,1154.9578118915474,1183.935475745769,629366.0,-18.212048502087328,-15.1673550812904,-3.0446934207969267,1195.862969970703,1151.98651155475,1239.739428386656,0,0
2023-09-29,1165.3123779296875,1176.7345746875749,1159.1543725232136,1166.0324486937957,304338.0,-18.2533514833965,-15.78455436171162,-2.4687971216848794,1194.3631896972656,1148.405598350364,1240.3207810441672,0,0
2023-10-03,1151.2828369140625,1160.5944095193202,1150.1654482014317,1160.5944095193202,533780.0,-19.196861632581204,-16.46701581588554,-2.729845816695665,1192.0092224121095,1142.2485793857138,1241.7698654385051,0,0
2023-10-04,1149.3212890625,1151.5063563946417,1139.8109962833496,1148.1790451752454,538410.0,-19.873788083690215,-17.148370269446474,-2.725417814243741,1189.6291870117188,1136.4237054934076,1242.83466853003,0,0
2023-10-05,1149.0977783203125,1156.6214805439813,1147.1857535665938,1154.6350117066365,389904.0,-20.195491566600367,-17.757794528877255,-2.4376970377231117,1186.8953125,1131.1900494534582,1242.600575546542,0,0
2023-10-06,1151.1090087890625,1154.635039558177,1148.1790156810775,1153.6169500055928,712234.0,-20.056950365486045,-18.217625696199015,-1.8393246692870306,1184.1589477539062,1127.0132298272688,1241.3046656805436,0,0
2023-10-09,1141.102294921875,1148.4522545270231,1139.7365974739214,1147.1610011693613,192704.0,-20.51809383133491,-18.677719323226196,-1.840374508108713,1180.837823486328,1121.7231748196643,1239.9524721529917,0,0
2023-10-10,1146.4656982421875,1151.1089964651107,1143.9329019428203,1144.7275379861928,175596.0,-20.217714300891203,-18.985718318759197,-1.2319959821320055,1177.3490844726562,1118.7986257558862,1235.8995431894261,0,0
2023-10-11,1164.5673828125,1166.80216030617,1149.1722489672175,1149.619155968176,2768192.0,-18.307963884810533,-18.850167431969464,0.5422035471589304,1174.1359741210938,1120.6463983000945,1227.6255499420931,0,0
2023-10-12,1166.4793701171875,1171.5199862486736,1161.1158800558862,1165.883332475816,616010.0,-16.450559712466656,-18.370245888068904,1.9196861756022479,1171.9235473632812,1121.2187309338715,1222.6283637926908,0,0
2023-10-13,1167.3980712890625,1171.023401233031,1157.1181191149121,1163.5244327358416,1373428.0,-14.734571054184926,-17.64311092129211,2.9085398671071836,1169.3895568847656,1123.5661367138962,1215.212977055635,0,0
2023-10-16,1163.5244140625,1169.0369135972028,1160.0978038075893,1166.0572103339982,417654.0,-13.531229849340207,-16.82073470690173,3.289504857561525,1166.7028503417969,1126.7750872388888,1206.630613444705,0,0
2023-10-17,1169.83154296875,1172.0166101848797,1163.0775004461816,1168.2671260178165,271286.0,-11.931106316278601,-15.842809028777106,3.9117027124985047,1164.1092651367187,1133.5951229163986,1194.6234073570388,0,0
2023-10-18,1153.9398193359375,1175.567402242264,1152.2512480435482,1169.6577058299972,521674.0,-11.80919709936029,-15.036086642893745,3.2268895435334546,1161.3182800292968,1139.3783336481292,1183.2582264104644,0,0
2023-10-19,1144.975830078125,1152.8471400914962,1142.9893612427854,1149.6439833433985,1180672.0,-12.294182501550495,-14.487705814625095,2.1935233130746,1159.4174743652343,1138.8388310206058,1179.9961177098628,1,0
2023-10-20,1141.7974853515625,1149.5696179484962,1140.2580446454604,1143.4363465017857,949106.0,-12.78759534468395,-14.147683720636866,1.360088375952916,1157.7935363769532,1137.0268113641987,1178.5602613897076,1,0
2023-10-23,1123.6708984375,1145.5469111125688,1119.4993623091702,1138.2466622657728,500930.0,-14.474440313563491,-14.213035039222193,-0.261405274341298,1155.523992919922,1130.4647580119772,1180.5832278278667,0,0
