Date,Close,High,Low,Open,Volume,MACD,Signal_Line,MACD_Hist,BB_Middle,BB_Lower,BB_Upper,SMA_20,SMA_50,RSI,Buy_Multi,Sell_Multi
2021-04-01,305.8500061035156,307.93704714194837,301.1790109379361,304.85617992608746,44088352.0,0.0,0.0,0.0,,,,,,,0,0
2021-04-05,303.1666564941406,309.7756246891631,295.36514543961647,304.90585226563763,66178755.0,-0.21405637909543884,-0.04281127581908777,-0.17124510327635106,,,,,,,0,0
2021-04-06,305.8500061035156,311.8626423452888,302.91820674843535,304.259878153797,63031783.0,-0.16526860038425184,-0.06730274073212059,-0.09796585965213125,,,,,,,0,0
2021-04-07,305.8996887207031,308.73209942405873,303.2163762089728,304.85618335433605,39073986.0,-0.12119786867953053,-0.07808176632160257,-0.043116102357927955,,,,,,,0,0
2021-04-08,312.01171875,317.8255772186859,305.6015282214926,305.99905259887436,62459774.0,0.40228100173027315,0.01799078728877257,0.3842902144415006,,,,,,,0,0
2021-04-09,316.2354736328125,322.99347890594777,310.57065279418055,311.2663431881056,75462572.0,1.144767332426909,0.24334609631639986,0.9014212361105092,,,,,,,0,0
2021-04-12,284.7808532714844,305.9493671349654,281.15339411755997,305.9493671349654,105342538.0,-0.7957588741409154,0.035525102224936794,-0.8312839763658522,,,,,,,0,0
2021-04-13,300.9802551269531,302.6697413818349,278.8179138187942,285.47656114514325,116874853.0,-1.0147857099143494,-0.17453706020292042,-0.840248649711429,,,,,,,0,0
2021-04-15,301.626220703125,305.6512042678267,294.66943801804473,301.1293076541907,75262749.0,-1.1232934046871037,-0.36428832909975706,-0.7590050755873466,,,,,,,0,0
2021-04-16,308.0860900878906,313.0552205731792,298.29689696603907,300.1354813114289,75330709.0,-0.6801882755427755,-0.42746831838836075,-0.25271995715441475,,,,,,,0,0
2021-04-19,299.5391845703125,302.62005158827594,290.99227392760184,293.1787035091672,65791784.0,-1.0070791327373172,-0.543390481258152,-0.46368865147916516,,,,,,,0,0
2021-04-20,296.2098388671875,306.2474879294585,292.383632879401,305.8002844092937,56740291.0,-1.5173023489340949,-0.7381728547933406,-0.7791294941407543,,,,,,,0,0
2021-04-22,292.7314758300781,300.63240573222816,290.3960086769793,292.1848835876862,61022978.0,-2.1772349418042722,-1.025985272195527,-1.1512496696087453,,,,,,,0,0
2021-04-23,292.18487548828125,298.14783213089925,288.70648411342074,289.20339716697225,58158986.0,-2.713067798905115,-1.3634017775374447,-1.3496660213676703,,,,,,,0,0
2021-04-26,293.57623291015625,297.1540130461099,292.78118413735166,295.16636078493195,30583139.0,-2.9909702396304283,-1.6889154699560416,-1.3020547696743867,,,,,,43.010745587434364,0,0
2021-04-27,299.6385803222656,300.63240645932126,293.2780991109431,293.8744008590098,35040532.0,-2.691008879806816,-1.8893341519261964,-0.8016747278806196,,,,,,48.06539969155635,0,0
2021-04-28,304.0113830566406,307.5891629075042,301.1292935734209,301.6262065991196,44668126.0,-2.0765020819912934,-1.9267677379392159,-0.14973434405207753,,,,,,49.010141742550104,0,0
2021-04-29,300.03607177734375,308.0860686697075,299.39009092499805,306.9928539731113,36647292.0,-1.8885058942223623,-1.9191153691958451,0.030609474973482875,,,,,,46.97123079896302,0,0
2021-04-30,292.0357971191406,299.43978315287245,290.74380502894377,296.35894659515526,36121668.0,-2.3578925472604055,-2.006870804808757,-0.3510217424516484,,,,,,39.8791442689391,0,0
2021-05-03,291.1910705566406,292.93026637054544,283.240461121647,287.51390156128883,35376618.0,-2.766160647392553,-2.1587287733255165,-0.6074318740670366,300.2820739746094,284.7414881326743,315.82265981654444,300.2820739746094,,36.86131725759026,0,0
2021-05-04,287.6629943847656,297.89939170967807,286.2716134962655,294.5203888286795,38640006.0,-3.3359475925756783,-2.394172537175549,-0.9417750554001292,299.3727233886719,283.093110557281,315.65233622006275,299.3727233886719,,52.13867873939288,0,0
