Date,Close,High,Low,Open,Volume,MACD,Signal_Line,MACD_Hist,BB_Middle,BB_Lower,BB_Upper,BB_Bandwidth,Buy_Signal_Combo,Sell_Signal_Combo
2023-06-05,18593.849609375,18640.150390625,18582.80078125,18612.0,256100.0,164.43839775605375,163.9552596744835,0.48313808157024596,18377.2099609375,18080.038440387852,18674.381481487148,0.032341309826825045,0,0
2023-06-06,18599.0,18622.75,18531.599609375,18600.80078125,220800.0,163.2925036930792,163.82270847820263,-0.5302047851234306,18393.8625,18085.81514803394,18701.90985196606,0.03349458026731026,0,1
2023-06-07,18726.400390625,18738.94921875,18636.0,18665.599609375,260100.0,170.69683433527098,165.1975336496163,5.499300685654674,18414.4275390625,18075.183177008097,18753.671901116904,0.03684549642770757,1,0
2023-06-08,18634.55078125,18777.900390625,18615.599609375,18725.349609375,286500.0,167.22565065083108,165.60315704985925,1.6224936009718363,18431.305078125,18083.188343331138,18779.42181291886,0.037774507374089265,0,0
2023-06-09,18563.400390625,18676.650390625,18555.400390625,18655.900390625,221800.0,156.92454223680397,163.8674340872482,-6.9428918504442265,18443.73505859375,18095.380785788824,18792.089331398674,0.0377748077272029,0,1
2023-06-12,18601.5,18633.599609375,18559.75,18595.05078125,179500.0,150.10484445815746,161.11491616143007,-11.010071703272615,18453.867578125,18099.27736654454,18808.45778970546,0.03842990745211452,0,0
2023-06-13,18716.150390625,18728.900390625,18631.80078125,18631.80078125,233200.0,152.1970799867595,159.331348926496,-7.134268939736501,18475.35009765625,18111.51441154347,18839.18578376903,0.03938606675268742,0,0
2023-06-14,18755.900390625,18769.69921875,18690.0,18744.599609375,261400.0,155.27279636972162,158.51963841514112,-3.2468420454194984,18504.0576171875,18147.225665935828,18860.889568439172,0.03856796802450813,0,0
2023-06-15,18688.099609375,18794.099609375,18669.05078125,18774.44921875,263000.0,150.50444578520546,156.91659988915399,-6.412154103948524,18531.96513671875,18213.03577150114,18850.89450193636,0.0344193789341521,0,0
2023-06-16,18826.0,18864.69921875,18710.5,18723.30078125,272800.0,156.0540091573348,156.74408174279014,-0.69007258545534,18563.0951171875,18257.95635332303,18868.23388105197,0.03287584984488317,0,0
2023-06-19,18755.44921875,18881.44921875,18719.150390625,18873.30078125,219800.0,152.9955818516537,155.99438176456286,-2.9987999129091634,18585.14755859375,18292.17881957921,18878.116297608292,0.03152718998769235,0,0
2023-06-20,18816.69921875,18839.69921875,18660.650390625,18752.349609375,211600.0,153.74187861385144,155.5438811344206,-1.8020025205691468,18608.58251953125,18320.544145413744,18896.620893648756,0.030957583557499484,0,0
2023-06-21,18856.849609375,18875.900390625,18794.849609375,18849.400390625,217500.0,155.7774200174099,155.59058891101844,0.18683110639145184,18637.15498046875,18371.606432997334,18902.703527940164,0.02849668286277632,1,0
2023-06-22,18771.25,18886.599609375,18759.5,18853.599609375,252700.0,148.7685172920792,154.22617458723062,-5.457657295151421,18659.6599609375,18433.504803160853,18885.81511871415,0.02424000847283234,0,1
2023-06-23,18665.5,18756.400390625,18647.099609375,18741.849609375,210600.0,133.1459465837179,150.01012898652806,-16.864182402810172,18667.96748046875,18454.771925207202,18881.163035730297,0.022840789227279494,0,0
2023-06-26,18691.19921875,18722.05078125,18646.69921875,18682.349609375,171300.0,121.43878816168217,144.2958608215589,-22.857072659876735,18672.594921875,18461.72942313213,18883.46042061787,0.022585559171086747,0,0
2023-06-27,18817.400390625,18829.25,18714.25,18748.55078125,222500.0,120.9499251810339,139.6266736934539,-18.676748512420005,18681.7724609375,18462.209206301734,18901.335715573266,0.023505612767189033,0,0
2023-06-28,18972.099609375,19011.25,18861.349609375,18908.150390625,398800.0,131.52924456735855,138.00718786823484,-6.477943300876291,18703.657421875,18460.00952927861,18947.30531447139,0.02605350248892274,0,0
2023-06-30,19189.05078125,19201.69921875,19024.599609375,19076.849609375,247900.0,155.62562253165743,141.53087480091938,14.09474773073805,18738.7224609375,18432.16948168966,19045.27544018534,0.03271866370686448,1,0
2023-07-03,19322.55078125,19345.099609375,19234.400390625,19246.5,226100.0,183.38061241785545,149.9008223243066,33.47979009354884,18778.14501953125,18390.362607169012,19165.927431893488,0.041301461029180794,0,0
2023-07-04,19389.0,19434.150390625,19300.0,19406.599609375,226900.0,208.33695969430482,161.58804979830626,46.748909895998565,18817.9025390625,18354.08587868079,19281.719199444207,0.04929525587869425,0,0
2023-07-05,19398.5,19421.599609375,19339.599609375,19405.94921875,224400.0,226.27327782036082,174.52509540271717,51.74818241764365,18857.8775390625,18338.95901261789,19376.796065507115,0.05503466923779914,0,0
2023-07-06,19497.30078125,19512.19921875,19373.0,19385.69921875,268300.0,245.62887966761264,188.74585225569626,56.88302741191637,18896.42255859375,18308.66597674779,19484.179140439708,0.06220823862542785,0,0
2023-07-07,19331.80078125,19523.599609375,19303.599609375,19422.80078125,237100.0,244.79205627537158,199.95509305963134,44.83696321574024,18931.28505859375,18326.463373082082,19536.106744105415,0.06389652721827363,0,0
2023-07-10,19355.900390625,19435.849609375,19327.099609375,19400.349609375,268200.0,243.2692483110768,208.61792410992047,34.65132420115634,18970.91005859375,18363.73362931698,19578.086487870518,0.06401131283648892,0,0
2023-07-11,19439.400390625,19515.099609375,19406.44921875,19427.099609375,251300.0,245.9648346830836,216.08730622455312,29.87752845853049,19012.805078125,18397.377828353678,19628.23232789632,0.06473818536954286,0,0
2023-07-12,19384.30078125,19507.69921875,19361.75,19497.44921875,327900.0,240.87833283427608,221.04551154649772,19.83282128777836,19046.21259765625,18426.068364778428,19666.35683053407,0.06511995281982032,0,0
2023-07-13,19413.75,19567.0,19385.80078125,19495.19921875,310400.0,236.4973550144532,224.13588024008882,12.361474774364382,19079.105078125,18454.03011173967,19704.180044510333,0.06552455828779999,0,0
2023-07-14,19564.5,19595.349609375,19433.5,19493.44921875,291200.0,242.39547945744562,227.7878000835602,14.607679373885418,19122.92509765625,18490.4307937979,19755.419401514602,0.06615037193612931,0,0
2023-07-17,19711.44921875,19731.849609375,19562.94921875,19612.150390625,268700.0,255.97662028078776,233.42556412300573,22.55105615778203,19167.19755859375,18499.250496004166,19835.144621183335,0.06969689340840605,0,0
2023-07-18,19749.25,19819.44921875,19690.19921875,19787.5,286400.0,266.71544968333546,240.0835412350717,26.631908448263772,19216.88759765625,18530.31036283243,19903.464832480066,0.07145561229254982,0,0
2023-07-19,19833.150390625,19851.69921875,19727.44921875,19802.94921875,259700.0,278.7824788128746,247.8233287506323,30.959150062242315,19267.71015625,18555.84605564877,19979.57425685123,0.07389192538484571,0,0
2023-07-20,19979.150390625,19991.849609375,19758.400390625,19831.69921875,274700.0,296.7064192555299,257.59994685161183,39.106472403918076,19323.8251953125,18572.48565750129,20075.16473312371,0.07776302364745755,0,0
2023-07-21,19745.0,19887.400390625,19700.0,19800.44921875,312500.0,288.6894591621058,263.81784931371067,24.87160984839511,19372.5126953125,18646.156664498238,20098.868726126762,0.07498831382776858,0,0
2023-07-24,19672.349609375,19782.75,19658.30078125,19748.44921875,265600.0,273.32298394888494,265.71887624074554,7.604107708139395,19422.85517578125,18766.643550171153,20079.066801391346,0.06757107744162555,0,0
2023-07-25,19680.599609375,19729.349609375,19615.94921875,19729.349609375,369700.0,258.8270505601904,264.3405111046345,-5.513460544444115,19472.3251953125,18905.230817114374,20039.419573510626,0.058246190170924264,0,0
2023-07-26,19778.30078125,19825.599609375,19716.69921875,19733.349609375,244700.0,252.31406745012646,261.9352223737329,-9.621154923606468,19520.37021484375,19029.161342595464,20011.57908709204,0.0503278233805997,0,0
2023-07-27,19659.900390625,19867.55078125,19603.55078125,19850.900390625,334900.0,234.89088351119062,256.5263546012245,-21.63547109003389,19554.76025390625,19133.90304365895,19975.61746415355,0.043043965232274384,0,0
2023-07-28,19646.05078125,19695.900390625,19563.099609375,19659.75,258700.0,217.45860949480266,248.71280557994015,-31.254196085137494,19577.61025390625,19192.226821813885,19962.993685998612,0.03936981348532763,0,0
2023-07-31,19753.80078125,19772.75,19597.599609375,19666.349609375,295100.0,209.9181257555283,240.95386961505778,-31.035743859529475,19599.17275390625,19225.80661769405,19972.53889011845,0.038100193401049115,0,0
2023-08-01,19733.55078125,19795.599609375,19704.599609375,19784.0,298000.0,200.0027253813896,232.76364076832417,-32.760915386934556,19616.40029296875,19252.18234314145,19980.61824279605,0.03713402503902301,0,0
2023-08-02,19526.55078125,19678.25,19423.55078125,19655.400390625,290700.0,173.44219545428132,220.8993517055156,-47.457156251234295,19622.80283203125,19270.402807212202,19975.2028568503,0.03591739955148609,0,0
2023-08-03,19381.650390625,19537.650390625,19296.44921875,19463.75,315700.0,139.09710870421986,204.53890310525648,-65.44179440103662,19617.0203125,19252.3669290788,19981.673695921203,0.03717724482232855,0,0
2023-08-04,19517.0,19538.849609375,19436.44921875,19462.80078125,280800.0,121.40053255441308,187.9112289950878,-66.51069644067474,19626.2802734375,19283.365101460407,19969.195445414593,0.034944489449811746,0,0
2023-08-07,19597.30078125,19620.44921875,19524.80078125,19576.849609375,216600.0,112.5579721657632,172.8405776292229,-60.2826054634597,19638.35029296875,19319.346186552208,19957.35439938529,0.03248787211324536,0,0
2023-08-08,19570.849609375,19634.400390625,19533.099609375,19627.19921875,260300.0,102.2372633109444,158.7199147655672,-56.48265145462281,19644.92275390625,19337.9893552115,19951.856152600998,0.03124811459324451,0,0
2023-08-09,19632.55078125,19645.5,19467.5,19578.80078125,266500.0,97.90817164194596,146.55756614084297,-48.64939449889701,19657.33525390625,19375.747134272682,19938.92337353982,0.028649673620193477,0,0
2023-08-10,19543.099609375,19623.599609375,19495.400390625,19605.55078125,312200.0,86.26496449652768,134.4990458119799,-48.234081315452215,19663.802734375,19400.417557633973,19927.187911116027,0.026788834316425873,0,0
2023-08-11,19428.30078125,19557.75,19412.75,19554.25,235500.0,67.00197586269132,120.9996318221222,-53.99765595943087,19656.9927734375,19376.321231252386,19937.664315622616,0.02855691564015697,0,0
2023-08-14,19434.55078125,19465.849609375,19257.900390625,19383.94921875,243900.0,51.64491096879647,107.12868765145706,-55.48377668266059,19643.1478515625,19346.901246418292,19939.394456706705,0.030162844304065187,0,0
2023-08-16,19465.0,19482.75,19317.19921875,19369.0,0.0,41.453474032347,93.99364492763506,-52.54017089528806,19628.9353515625,19326.90404244277,19930.966660682232,0.030774089751708214,0,0
2023-08-17,19365.25,19461.55078125,19326.25,19450.55078125,268700.0,25.039060774070094,80.20272809692207,-55.16366732285198,19605.54033203125,19297.682376339544,19913.398287722957,0.0314051998035201,0,0
2023-08-18,19310.150390625,19373.80078125,19253.599609375,19301.75,256100.0,7.49800962984591,65.66178440350684,-58.16377477366093,19572.09033203125,19290.934385121,19853.2462789415,0.028730293202266367,0,0
2023-08-21,19393.599609375,19425.94921875,19296.30078125,19320.650390625,262600.0,0.3264911734913767,52.59472575750375,-52.268234584012376,19554.5203125,19274.94611036775,19834.094514632252,0.028594329869962257,0,0
2023-08-22,19396.44921875,19443.5,19381.30078125,19417.099609375,208700.0,-5.06862129856745,41.062056346289516,-46.130677644856966,19540.72529296875,19258.417169005304,19823.033416932194,0.028894334241014737,0,0
2023-08-23,19444.0,19472.05078125,19366.599609375,19439.19921875,225200.0,-5.444574488366925,31.760730179358234,-37.20530466772516,19528.8953125,19251.479833018107,19806.310791981894,0.02841077030141341,0,0
2023-08-24,19386.69921875,19584.44921875,19369.0,19535.150390625,268300.0,-10.248080768262298,23.35896798983413,-33.607048758096425,19509.315234375,19251.42665938898,19767.20380936102,0.026437480955930827,0,0
2023-08-25,19265.80078125,19339.55078125,19229.69921875,19297.400390625,466500.0,-23.539044169679983,13.97936555793131,-37.51840972761129,19489.61025390625,19220.20012603154,19759.020381780956,0.02764653826986719,0,0
2023-08-28,19306.05078125,19366.849609375,19249.69921875,19298.349609375,248200.0,-30.473114707318018,5.088869504881445,-35.56198421219946,19472.61025390625,19201.85922351964,19743.361284292856,0.027808396188928417,0,0
2023-08-29,19342.650390625,19377.900390625,19309.099609375,19374.849609375,307400.0,-32.63889213330549,-2.4566828227559423,-30.182209310549545,19452.052734375,19210.316343205715,19693.789125544285,0.024854589330009,0,0
2023-08-30,19347.44921875,19452.80078125,19334.75,19433.44921875,233000.0,-33.58096061226024,-8.681538380656804,-24.899422231603438,19432.74765625,19226.620297749043,19638.87501475096,0.02121443268313767,0,0
2023-08-31,19253.80078125,19388.19921875,19223.650390625,19375.55078125,562600.0,-41.40689006885077,-15.226608718295598,-26.180281350555173,19419.11015625,19203.252675334195,19634.967637165806,0.02223144924550851,0,0
2023-09-01,19435.30078125,19458.55078125,19255.69921875,19258.150390625,333000.0,-32.58781041155089,-18.698849056946656,-13.888961354604234,19421.79267578125,19206.562746637523,19637.022604924976,0.022163755193630078,0,0
2023-09-04,19528.80078125,19545.150390625,19432.849609375,19525.05078125,296800.0,-17.848214550002012,-18.52872215555773,0.680507605555718,19422.38271484375,19205.992244907924,19638.773184779573,0.02228258737486889,1,0
2023-09-05,19574.900390625,19587.05078125,19525.75,19564.650390625,256800.0,-2.4192379613232333,-15.306825316710832,12.887587355387598,19421.2626953125,19208.48250672102,19634.04288390398,0.021912085936908507,0,0
2023-09-06,19611.05078125,19636.44921875,19491.5,19581.19921875,287600.0,12.580353067824035,-9.729389639803859,22.309742707627894,19423.27275390625,19203.885733652594,19642.659774159907,0.022590118877832785,0,0
2023-09-07,19727.05078125,19737.0,19550.05078125,19598.650390625,304900.0,33.44236480784093,-1.0950387502749006,34.537403558115834,19427.99775390625,19186.660278122945,19669.335229689554,0.024844297270394774,0,0
2023-09-08,19819.94921875,19867.150390625,19727.05078125,19774.80078125,288100.0,56.81683779722516,10.487336559225112,46.32950123800005,19441.840234375,19146.899323206897,19736.7811455431,0.030340843007918394,0,0
2023-09-11,19996.349609375,20008.150390625,19865.349609375,19890.0,248800.0,88.55451203765551,26.100771654911192,62.45374038274432,19470.24267578125,19085.161269008888,19855.324082553612,0.03955589184837017,0,0
2023-09-12,19993.19921875,20110.349609375,19914.650390625,20110.150390625,328100.0,112.15972978827631,43.31256328158422,68.84716650669209,19498.17509765625,19048.386432097108,19947.963763215394,0.046136488497655254,0,0
2023-09-13,20070.0,20096.900390625,19944.099609375,19989.5,251400.0,135.50223074915266,61.75049677509791,73.75173397405476,19528.42509765625,19011.642818498003,20045.2073768145,0.05292616036100836,0,0
2023-09-14,20103.099609375,20167.650390625,20043.44921875,20127.94921875,275100.0,154.88675469144437,80.3777483583672,74.50900633307717,19565.317578125,18995.007003665174,20135.628152584824,0.058298115753302245,0,0
2023-09-15,20192.349609375,20222.44921875,20129.69921875,20156.44921875,438200.0,175.42862667253576,99.38792402120092,76.04070265133484,19609.4275390625,18988.03651539027,20230.81856273473,0.06337676328739349,0,0
2023-09-18,20133.30078125,20195.349609375,20115.69921875,20155.94921875,264900.0,184.81305146060186,116.47294950908112,68.34010195152074,19646.41259765625,18991.93716964415,20300.88802566835,0.06662543858924944,0,0
2023-09-20,19901.400390625,20050.650390625,19878.849609375,19980.75,378100.0,171.5602129232102,127.49040219190694,44.069810731303264,19671.66015625,19018.829202494675,20324.491110005325,0.06637273606497418,0,0
2023-09-21,19742.349609375,19848.75,19709.94921875,19840.55078125,275100.0,146.53402111558535,131.29912597664264,15.234895138942704,19686.57763671875,19042.068613478856,20331.086659958644,0.06547700013005588,0,0
2023-09-22,19674.25,19798.650390625,19657.5,19744.849609375,246400.0,119.8242550356481,129.00415178844375,-9.179896752795656,19700.95517578125,19071.970686406334,20329.93966515617,0.06385319734630329,0,0
2023-09-25,19674.55078125,19734.150390625,19601.55078125,19678.19921875,188400.0,97.5562754996754,122.7145765306901,-25.1583010310147,19721.39267578125,19126.292315514926,20316.493036047577,0.06035074399153723,0,0
2023-09-26,19664.69921875,19699.349609375,19637.44921875,19682.80078125,204900.0,78.21222072933233,113.81410537041855,-35.601884641086215,19739.32509765625,19176.164859100263,20302.485336212234,0.05705972577784357,0,0
2023-09-27,19716.44921875,19730.69921875,19554.0,19637.05078125,203600.0,66.29352003200256,104.30998830273535,-38.01646827073279,19758.0150390625,19226.355054263822,20289.675023861175,0.053817145472109446,0,0
2023-09-28,19523.55078125,19766.650390625,19492.099609375,19761.80078125,352800.0,40.81211541122684,91.61041372443366,-50.798298313206814,19766.8201171875,19258.46783161162,20275.172402763383,0.0514349078467976,0,0
2023-09-29,19638.30078125,19726.25,19551.05078125,19581.19921875,243500.0,29.5368027834229,79.19569153623151,-49.65888875280861,19786.0451171875,19333.3476841666,20238.742550208397,0.04575926420259237,0,0
2023-10-03,19528.75,19623.19921875,19479.650390625,19622.400390625,221700.0,11.62717298633288,65.68198782625178,-54.054814839918905,19790.717578125,19351.5356500708,20229.8995061792,0.04438261789351542,0,0
2023-10-04,19436.099609375,19457.80078125,19333.599609375,19446.30078125,277100.0,-9.928005998412118,50.55998906131901,-60.487995059731126,19786.08251953125,19333.509185415183,20238.655853647317,0.04574663364203826,0,0
2023-10-05,19545.75,19576.94921875,19487.30078125,19521.849609375,234900.0,-17.955787363971467,36.85683377626091,-54.81262114023238,19784.625,19329.010481681435,20240.239518318565,0.04605743281144478,0,0
2023-10-06,19653.5,19675.75,19589.400390625,19621.19921875,159100.0,-15.44529370606324,26.396408279796084,-41.84170198585932,19786.7474609375,19334.152031374946,20239.34289050005,0.04574732966659174,0,0
2023-10-09,19512.349609375,19588.94921875,19480.5,19539.44921875,165100.0,-24.562228198228695,16.20468098419113,-40.76690918241982,19776.01240234375,19307.548368717733,20244.476435969766,0.047376996342346184,0,0
2023-10-10,19689.849609375,19717.80078125,19565.44921875,19565.599609375,216600.0,-17.265670000375394,9.510610787277823,-26.776280787653217,19769.507421875,19300.000311017182,20239.01453273282,0.0474981091676881,0,0
2023-10-11,19811.349609375,19839.19921875,19756.94921875,19767.0,213700.0,-1.6599258852402272,7.276503452774214,-8.936429338014442,19760.257421875,19302.423265606536,20218.091578143467,0.046338885824598,0,0
2023-10-12,19794.0,19843.30078125,19772.650390625,19822.69921875,217900.0,9.201698823311744,7.66154252688172,1.5401562964300242,19750.2974609375,19305.3136743663,20195.2812475087,0.04506097059563754,1,0
2023-10-13,19751.05078125,19805.400390625,19635.30078125,19654.55078125,255000.0,14.180507582743303,8.965335538054038,5.215172044689265,19734.35,19315.51587059595,20153.184129404046,0.04244721811501746,0,0
2023-10-16,19731.75,19781.30078125,19691.849609375,19737.25,181000.0,16.38001898876246,10.448272228195723,5.931746760566735,19715.78251953125,19334.540755721282,20097.02428334122,0.0386737643745355,0,0
2023-10-17,19811.5,19849.75,19775.650390625,19843.19921875,185800.0,24.278439389614505,13.214305660479479,11.064133729135026,19696.7400390625,19383.796992135925,20009.683085989076,0.031776126029581325,0,0
2023-10-18,19671.099609375,19840.94921875,19659.94921875,19820.44921875,198900.0,18.989951968462265,14.369434922076037,4.620517046386228,19673.62998046875,19437.62192115291,19909.638039784593,0.02399232470572455,0,0
2023-10-19,19624.69921875,19681.80078125,19512.349609375,19545.19921875,230300.0,10.928684771341068,13.681284891929044,-2.752600120587976,19659.794921875,19448.901707655394,19870.688136094606,0.02145426389824141,0,1
2023-10-20,19542.650390625,19593.80078125,19518.69921875,19542.150390625,198300.0,-2.0568719403236173,10.533653525478512,-12.590525465802129,19649.8099609375,19436.478329831818,19863.14159204318,0.021713353109243248,0,0
2023-10-23,19281.75,19556.849609375,19257.849609375,19521.599609375,176000.0,-33.01986779629442,1.8229492611239255,-34.842817057418344,19630.1849609375,19361.330731296846,19899.03919057815,0.027391920165362748,0,0
2023-10-25,19122.150390625,19347.30078125,19074.150390625,19286.44921875,225300.0,-69.63392321426727,-12.468425233954315,-57.165497980312956,19602.56494140625,19251.86164085843,19953.26824195407,0.03578136857050096,0,0
2023-10-26,18857.25,19041.69921875,18837.849609375,19027.25,300400.0,-118.65825507917907,-33.70639120299927,-84.9518638761798,19562.19248046875,19080.255422940274,20044.12953799723,0.049272294811499494,0,0
2023-10-27,19047.25,19076.150390625,18926.650390625,18928.75,205200.0,-140.5587059126119,-55.076854144921796,-85.48185176769012,19528.73251953125,19001.130188741827,20056.334850320676,0.05403344331351299,0,0
2023-10-30,19140.900390625,19158.5,18940.0,19053.400390625,180100.0,-148.64468374179341,-73.79042006429611,-74.8542636774973,19509.6,18954.187230566477,20065.01276943352,0.05693738153868066,0,0
2023-10-31,19079.599609375,19233.69921875,19056.44921875,19232.94921875,206000.0,-158.1759858587684,-90.66753322319057,-67.50845263557783,19481.66494140625,18898.02392322232,20065.305959590176,0.05991695473044085,0,0
