Price,Close,High,Low,Open,Volume
Ticker,VEDL.NS,VEDL.NS,VEDL.NS,VEDL.NS,VEDL.NS
Date,,,,,
2024-04-01,261.4276123046875,262.1095973802649,248.5608327621351,248.69722422724183,17331916
2024-04-02,273.97613525390625,274.56721120478846,259.92725890304314,260.9275092621769,27928247
2024-04-03,271.7028503417969,280.0685452613083,270.79353688315626,273.88522484257,19966252
2024-04-04,281.8417053222656,284.16044344072463,274.33986961543053,278.29536078809076,24723528
2024-04-05,290.0255126953125,293.16262719594965,278.2044387942658,282.8419148169505,22256365
2024-04-08,293.98101806640625,295.84512723047857,288.34329150321906,294.52661166930653,16694867
2024-04-09,307.34796142578125,308.7119316687951,291.52591215683003,294.708509390529,32086038
2024-04-10,328.9895935058594,336.1277096035634,314.3496692322777,315.5317656114962,75804480
2024-04-12,339.12847900390625,340.9016236688342,328.0802978414559,332.39953694198806,39995547
2024-04-15,336.9460754394531,349.130897422591,327.5801583479806,340.0832178269112,44715399
2024-04-16,343.9023742675781,346.90309769546303,331.0355661372906,336.5369294218069,28859435
2024-04-18,353.2682800292969,358.95148916747735,348.3125105607857,350.1311374850034,35907412
2024-04-19,350.94952392578125,360.77009771634107,347.53959861655306,352.99547911131816,33307212
2024-04-22,346.44842529296875,357.4965781873419,339.53763750614473,356.58726473512945,19626373
2024-04-23,342.8565979003906,348.44889737227817,337.4461999540694,348.44889737227817,14434838
2024-04-24,348.67626953125,351.5406014804152,341.90187291731166,341.90187291731166,11074253
2024-04-25,346.4938659667969,352.5408223814865,342.90209462465924,345.5390979802897,10150138
2024-04-26,360.5882263183594,366.407854417972,350.9949808182913,351.81335734791077,24602811
2024-04-29,369.45404052734375,371.1817582678466,361.0883735077376,364.771081849243,11228541
2024-04-30,361.7703552246094,372.7730533247317,360.08811982189735,372.0001313559133,11863519
2024-05-02,373.54595947265625,376.36483675775594,361.2702277230674,363.725385173003,12788526
2024-05-03,377.95611572265625,381.91163463134666,367.72633979503087,377.3650675524021,14324148
2024-05-06,373.2731628417969,380.7295440643545,367.771827692867,380.0930135636324,8108475
2024-05-07,360.0881042480469,374.1824618638164,356.4508506697838,373.27314846925066,8797213
2024-05-08,368.13555908203125,372.7730632686051,357.2237975842314,357.36018905294503,8831897
2024-05-09,358.86053466796875,371.3635941586496,357.3601730790957,369.90868714063447,6134997
2024-05-10,373.45501708984375,374.5007219291421,359.4061142378356,360.99741265634594,11076423
2024-05-13,376.501220703125,377.81973629804554,361.9976879092193,375.13725053598404,10884162
2024-05-14,393.32354736328125,398.733973843849,377.4105609499007,382.8209874304685,22195946
2024-05-15,397.7337341308594,408.2817766728625,395.3240588163184,398.2793278011443,20115791
2024-05-16,393.7781982421875,406.5085871829354,388.32231726758124,404.6445056166299,16155897
2024-05-17,402.5075988769531,404.6444910651714,393.3690096731396,396.4606698975612,13366917
2024-05-21,447.10943603515625,449.1099089821549,421.01212882849126,428.28663645403753,34592201
2024-05-22,442.83563232421875,460.7945722388046,433.5606244075546,452.83807987158303,33932802
2024-05-23,429.8324890136719,436.56140315175475,419.92094997577084,436.4704662546094,25849836
2024-05-24,428.99456787109375,437.5595751751681,427.87741153438077,431.8806047938485,12873214
2024-05-27,427.97052001953125,436.163113562962,425.31722752052843,430.01865419979464,11775106
2024-05-28,423.5483703613281,439.3284273557112,422.0122342301469,430.949626979908,17930755
2024-05-29,422.89666748046875,430.3910274384323,420.0106306057392,422.4777161041802,11526945
2024-05-30,410.375,426.38782941227214,407.02350267243435,422.66391823836585,13122990
2024-05-31,418.94000244140625,424.38622815538196,409.630224609375,415.96086217068137,35126841
2024-06-03,426.2481994628906,439.607736827453,421.1743589925847,439.42152989946095,14471274
2024-06-04,389.00909423828125,426.3878486506352,341.0171697724844,426.3878486506352,30797125
2024-06-05,410.2819519042969,415.2161231694128,373.9272496338936,390.0797210941344,16642007
2024-06-06,418.846923828125,426.3878500016585,415.4953979275336,419.87100513263755,13579110
2024-06-07,428.85491943359375,430.9961854280247,420.6623261285382,423.0363081626203,11283521
2024-06-10,413.4472351074219,424.0603760485736,410.7939427693372,424.0603760485736,13920775
2024-06-11,413.12139892578125,424.33967005607946,411.77146975073174,413.35414337588026,10546091
2024-06-12,413.5869140625,422.33810025913095,412.0508062766386,416.3798476408624,11163309
2024-06-13,409.44403076171875,418.89347829189904,408.69925987585077,418.00903800514124,11641274
2024-06-14,416.7056884765625,420.7088818395569,409.63025118298225,410.65433249317755,9634670
2024-06-18,421.0812683105469,423.40871292515567,416.70568948179584,418.8934931017659,8601634
2024-06-19,417.49700927734375,424.1534949209552,415.2626398096468,421.3139955604187,6416994
2024-06-20,437.5130310058594,445.938368780132,418.1486756071075,418.9400124239236,28530186
2024-06-21,437.7923278808594,441.84208715433954,431.9737163991893,440.1197724735274,17801714
2024-06-24,431.36859130859375,438.95605508325633,425.6430832288761,428.2963473652212,7716484
2024-06-25,422.71044921875,436.20962701515293,419.87097835708494,433.090874184244,8309097
2024-06-26,411.5852966308594,416.0074412406896,396.64308569198323,406.51145618773677,162210828
2024-06-27,412.70245361328125,415.30920853939347,403.6254199260872,411.492193819464,20922873
2024-06-28,422.6639099121094,426.9929508842581,413.2144911767082,413.9127245080608,15248617
2024-07-01,432.9046630859375,436.48893318297246,424.7586075977613,425.4568409253192,15408362
2024-07-02,426.2481994628906,440.4456111810406,423.5949070005397,434.76664081154297,11050920
2024-07-03,431.880615234375,433.1374410033501,426.6205961091568,428.38944832677146,7347763
2024-07-04,436.7217102050781,440.7714694892651,431.46169109397965,435.79073236554956,12818706
2024-07-05,441.14385986328125,446.4969825002782,434.7666559091427,437.9319749166074,12860621
2024-07-08,433.50982666015625,444.54191977556786,432.7184898118258,443.05234954539094,8576939
2024-07-09,433.50982666015625,435.6976302721796,430.670355605123,435.1390378844646,5474279
2024-07-10,425.1775817871094,434.720104442752,414.4247709186722,433.8356641492171,11556309
2024-07-11,416.79876708984375,426.38782694263773,411.1663344252209,425.45684915455337,13978497
2024-07-12,418.66070556640625,423.036283944976,414.3782022338935,420.70883956982624,11038603
2024-07-15,427.7377624511719,430.57723338251657,415.4488441015092,420.8950699249094,10391508
2024-07-16,424.0604248046875,435.2786969065044,422.2915725129872,434.67356696607936,23302200
2024-07-18,420.2433776855469,428.7152814374496,417.0780588142832,427.2722771966522,16469541
2024-07-19,409.44403076171875,422.8966715230187,407.76828206292174,421.7329492568574,14552716
2024-07-22,417.7762756347656,419.87097562402073,406.837286801989,411.49217566700037,17818304
2024-07-23,404.9288024902344,418.3814145543788,382.21292160869547,418.3814145543788,33154992
2024-07-24,402.8341064453125,410.56121084041894,401.11179182871035,406.65109270603506,36773405
2024-07-25,401.1583251953125,404.3702099446275,394.73458410787003,399.24983208473765,18871603
2024-07-26,413.81964111328125,417.2177044750559,404.60296637477313,408.69926310175583,28749214
2024-07-29,417.9624938964844,424.0603871106587,407.76827564098465,416.14707582538847,45433689
2024-07-30,416.3332824707031,417.21769433175194,409.81643788719776,415.96086862269556,16607270
2024-07-31,419.63824462890625,423.0363079270248,414.7506111640105,421.73294468529014,14227543
2024-08-01,417.1711730957031,430.3445037645043,412.9352069043095,426.3878479700226,19749880
2024-08-02,407.8714599609375,415.15152381591054,406.0866471789526,413.31975434685705,13093052
2024-08-05,388.1918029785156,402.4701336353648,379.73753503705973,398.2899563530324,20763297
2024-08-06,388.8023986816406,396.36428917385103,386.360048779392,392.23106841600503,17994697
2024-08-07,406.086669921875,408.10632358648604,393.1234701854619,399.699012100153,15297435
