Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.BO,RELIANCE.BO,RELIANCE.BO,RELIANCE.BO,RELIANCE.BO
Date,,,,,
2023-04-03,1149.8345947265625,1158.414849753777,1141.5748201102142,1156.4178065323454,428430
2023-04-05,1146.752685546875,1157.1575849889762,1138.3696300085835,1154.7659003996537,516000
2023-04-06,1154.39599609375,1161.0531280660975,1143.0788958189275,1144.0404574700983,289284
2023-04-10,1146.308837890625,1159.031260194122,1144.9773152111457,1156.8615764934368,187190
2023-04-11,1152.078369140625,1154.3960132650816,1146.0129580640964,1148.97168342915,210020
2023-04-12,1157.0587158203125,1167.833454563455,1148.9962621466045,1152.0782674631976,396328
2023-04-13,1161.6201171875,1166.674606052473,1154.9629855116814,1158.8340324572882,424136
2023-04-17,1167.1185302734375,1190.8869327622,1158.4395545739894,1190.8869327622,588864
2023-04-18,1153.927490234375,1171.7045212803125,1146.9991180869383,1169.0415964070887,303610
2023-04-19,1159.647705078125,1162.7790709190833,1150.081207867274,1152.4235321195495,192174
2023-04-20,1156.713623046875,1163.2721548228574,1150.4510119549495,1158.9326670047822,280394
2023-04-21,1158.2916259765625,1164.184517004163,1152.9166563594536,1157.8725454489193,198768
2023-04-24,1162.3597412109375,1175.0576028558082,1158.1928941862236,1166.230787965803,507358
2023-04-25,1171.21142578125,1174.120790756146,1159.0066842561703,1168.1047402239712,184698
2023-04-26,1164.7762451171875,1174.3674225373818,1160.7326778181546,1173.529141086131,291240
2023-04-27,1172.39501953125,1175.1071846658124,1165.7378869282334,1166.2310078617902,171544
2023-04-28,1193.4510498046875,1195.3249331014122,1173.5290157426632,1173.5536958631792,789944
2023-05-02,1203.732666015625,1206.1735901267996,1197.6672555275816,1203.2148650488107,291696
2023-05-03,1193.25390625,1206.6667698464641,1190.0733007141464,1206.6667698464641,178778
2023-05-04,1207.061279296875,1209.2556430713605,1190.5170501723037,1195.0290579377158,176872
2023-05-05,1203.85595703125,1213.9155742303599,1201.1191122313821,1205.1873592501274,162966
2023-05-08,1218.67431640625,1224.6656868507753,1205.6066132850317,1208.6145783727716,185192
2023-05-09,1222.5206298828125,1226.3669969772188,1214.8033359616993,1220.474226306152,130440
2023-05-10,1230.9776611328125,1232.7528240436834,1223.6794481236634,1225.7012918622302,198166
2023-05-11,1222.1014404296875,1237.2402266174254,1219.8823965796364,1232.5555784895396,197700
2023-05-12,1224.9615478515625,1226.8846710042797,1211.3760443979268,1221.4603416710615,122854
2023-05-15,1226.9586181640625,1234.6513517270632,1219.2906851130335,1225.8984564726827,135256
2023-05-16,1210.0447998046875,1231.8160399444034,1208.6393570471307,1230.8297981189876,166596
2023-05-17,1202.623291015625,1214.9019534328238,1197.889282156236,1213.2500706303294,316596
2023-05-18,1200.182373046875,1211.154313276887,1197.2975675716343,1210.5132320167393,113646
2023-05-19,1204.595703125,1206.0503856348412,1193.1306427279808,1199.6151341080238,109760
2023-05-22,1210.365234375,1215.5430037622225,1198.283772471481,1198.283772471481,288272
