Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,Signal_Line,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,OBV,OBV_pct_change,Volume_rolling_mean_10,Volume_pct_change,Volume_spike,Volume_zscore,Daily_Return,Log_Return,avg_vader_sentiment,finbert_score,refined_label,combined_sentiment,daily_avg_sentiment
2023-06-21,291.82733154296875,292.3568887662539,288.1006481538964,290.86623336780445,1469600,275.87770385742186,283.6374285888672,283.0955684446804,279.68685661409086,83.3887718170908,3.4087118305895387,0.8670927648493082,2.5416190657402304,275.87770385742186,293.64821965615903,258.1071880586847,-1419300,-29.216699801192842,1424840.0,0.04851598173515992,False,0.0695819681021373,-0.0007722057749706135,-0.000772504079428232,0.0,0.0,neutral,0.0,0.0
2023-06-22,292.14117431640625,293.43567750684554,290.05227540350074,291.9352054597581,1083600,277.0413070678711,283.6374285888672,284.48720011725356,280.6093986661142,81.92312043026233,3.877801451139362,1.469234502107319,2.408566949032043,277.0413070678711,295.8942503657555,258.1883637699867,-335700,-0.7634749524413443,1414500.0,-0.2626565051714752,False,-0.510388937887496,0.0010754399588899233,0.0010748620876108019,0.0,0.0,neutral,0.0,0.0
2023-06-23,292.13134765625,293.7102625976668,290.65047891522903,291.2781421981048,2412500,278.2828765869141,283.6374285888672,285.6632228155607,281.4628763690872,82.6330938982963,4.200346446473475,2.01545689098055,2.1848895554929246,278.2828765869141,297.69689495663874,258.8688582171894,-2748200,7.1864760202561815,1559380.0,1.226375046142488,True,1.2248887191372433,-3.363668328926206e-05,-3.363724901517954e-05,0.0,0.0,neutral,0.0,0.0
2023-06-26,291.1114196777344,293.5337534967462,288.2183683092035,290.8368244643038,807000,279.4812942504883,283.6374285888672,286.5014069482028,282.1775832808388,80.74895851282727,4.3238236673640245,2.477130246257245,1.8466934211067794,279.4812942504883,298.9589282148156,260.003660286161,-3555200,0.293646750600393,1526540.0,-0.6654922279792745,False,-0.9913417882242391,-0.0034913335617640096,-0.0034974424897986976,0.0,0.0,neutral,0.0,0.0
2023-06-27,292.9845275878906,293.16104664758285,289.3853404736949,291.5821318437303,1044400,280.76454010009763,283.6374285888672,287.4988101235394,282.97809767395376,85.57663441504752,4.520712449585631,2.8858466869229225,1.634865762662708,280.76454010009763,300.2502591949899,261.2788210052054,-2510800,-0.29376687668766877,1545870.0,0.294175960346964,False,-0.7080935308673508,0.006434333329244923,0.006413721375423758,0.0,0.0,neutral,0.0,0.0
2023-06-28,294.4850769042969,296.54455626158773,292.79826894568043,292.8571086477198,1272000,282.17626190185547,283.6374285888672,288.57362039750205,283.830466505831,85.6273511069148,4.7431538916710565,3.2573081278725495,1.485845763798507,282.17626190185547,301.3226982692558,263.02982553445514,-1238800,-0.5066114385853114,1574680.0,0.21792416698582917,False,-0.43969987071218264,0.005121599180544223,0.005108528401326829,0.0,0.0,neutral,0.0,0.0
2023-06-29,296.68731689453125,297.1199084328567,292.94149062224847,294.4260674925731,684700,283.4975387573242,283.6374285888672,289.821881397045,284.78282579388286,89.80058185665168,5.039055603162126,3.613657622930465,1.425397980231661,283.4975387573242,302.828364991618,264.1667125230304,-554100,-0.5527123022279625,1369550.0,-0.46171383647798747,False,-1.1331573215947468,0.007478273647632205,0.0074504499884465,0.0,0.0,neutral,0.0,0.0
2023-06-30,299.951416015625,301.76042159967767,298.103075743952,299.71546789705417,1069200,284.83540802001954,283.6374285888672,291.380271338365,285.9064250695675,89.62691479674129,5.473846268797502,3.9856953521038725,1.488150916693629,284.83540802001954,304.85515574602675,264.81566029401233,515100,-1.9296155928532754,1367590.0,0.5615598072148387,False,-0.49286787609904026,0.011001815498079104,0.01094173578160738,0.0,0.0,neutral,0.0,0.0
2023-07-03,292.9808349609375,298.1424100735044,292.03701248421214,297.83763375285787,577100,285.83798828125,283.6374285888672,291.62651189568385,286.4304554318912,74.64050913990188,5.196056463792672,4.227767574441633,0.9682888893510393,285.83798828125,305.34907271756174,266.3269038449382,-62000,-1.120364977674238,1182170.0,-0.4602506546950992,False,-1.1600871771819345,-0.023239033665119924,-0.02351331773872163,0.0,0.0,neutral,0.0,0.0
2023-07-05,292.36138916015625,293.2462244499713,289.5790680815077,291.4175668512582,806200,286.8262680053711,283.6374285888672,291.7395699363719,286.8697838562071,72.11975639119996,4.869786080164772,4.356171275586261,0.5136148045785109,286.8262680053711,305.4974200109086,268.1551159998336,-868200,13.003225806451614,1122630.0,0.39698492462311563,False,-0.5996528039808485,-0.0021142877856288322,-0.00211652604749203,0.0,0.0,neutral,0.0,0.0
2023-07-06,290.69989013671875,291.860008337844,288.271490849374,290.277139775837,918700,287.8006118774414,283.6374285888672,291.5796191979637,287.1534954325413,55.30242773468932,4.426123765422403,4.37016177355349,0.05596199186891315,287.8006118774414,305.0184171913693,270.5828065635135,-1786900,1.058166321124165,1067540.0,0.13954353758372617,False,-0.28841084070789835,-0.005683031634958202,-0.005699241502540363,0.0,0.0,neutral,0.0,0.0
2023-07-07,289.3136291503906,290.9456735375792,287.6029453967378,289.3038179818161,979500,288.6360137939453,283.6374285888672,291.23100534449094,287.31350533756716,48.77301706022723,3.917500006923774,4.279629420227547,-0.3621294133037729,288.6360137939453,304.3008824549044,272.97114513298624,-2766400,0.5481560243997985,1057130.0,0.0661804724066617,False,-0.15022479802838068,-0.00476870144559105,-0.004780107979680721,0.0,0.0,neutral,0.0,0.0
2023-07-10,290.3262634277344,292.3614057120267,289.17598648692353,290.0411694872162,688200,289.5808898925781,283.6374285888672,291.09181428037454,287.5366726035055,53.25591269907906,3.5551416768690274,4.134731871555843,-0.5795901946868156,289.5808898925781,302.9934090164528,276.1683707687034,-2078200,-0.24877096587622904,884700.0,-0.29739663093415003,False,-0.9261747174457082,0.003500126420996841,0.003494015234314452,0.0,0.0,neutral,0.0,0.0
2023-07-11,291.41754150390625,292.31221788694006,287.9175053260857,290.0312866688912,848200,290.3905624389648,283.6374285888672,291.1419261609179,287.82414437390554,48.62787797618263,3.3177817870123363,3.971341854647142,-0.6535600676348059,290.3905624389648,301.9859212093098,278.7952036686198,-1230000,-0.4081416610528342,888820.0,0.2324905550712002,False,-0.19261897375854703,0.0037587990259224657,0.0037517523932611646,0.0,0.0,neutral,0.0,0.0
2023-07-12,293.0102844238281,294.79963739469366,291.5060553887441,293.0594302732241,1094600,291.31518096923827,283.6374285888672,291.4293658936733,288.208302896122,52.4124136334386,3.2210629975513143,3.8212860832279767,-0.6002230856766624,291.31518096923827,300.2178384001299,282.41252353834665,-135400,-0.8899186991869918,893840.0,0.2904975241688281,False,0.9314121364811653,0.005465501190155875,0.005450619537693957,0.0,0.0,neutral,0.0,0.0
2023-07-13,294.5932312011719,295.01598158683004,291.4274638880458,292.6662215298249,789300,292.2296997070313,283.6374285888672,291.91611440251927,288.6812605483479,54.75441808393679,3.2348538541713765,3.703999637416657,-0.46914578324528033,292.2296997070313,297.7570680653774,286.70233134868516,653900,-5.829394387001477,845570.0,-0.27891467202631093,False,-0.3293232130495063,0.005402359103048093,0.005387818705898549,0.0,0.0,neutral,0.0,0.0
2023-07-14,297.33624267578125,299.7646423059588,294.5932555254039,294.5932555254039,1311000,292.70128326416017,283.6374285888672,292.74998029071344,289.32237033556515,59.12488737943447,3.4276099551482844,3.648721700962983,-0.2211117458146985,292.70128326416017,298.28402510980095,287.1185414185194,1964900,2.0048937146352652,908200.0,0.660965412390726,False,1.8774386125233793,0.009311182960399567,0.00926810111846482,0.0,0.0,neutral,0.0,0.0
2023-07-17,293.5903625488281,297.23786691611605,292.48923141935046,296.43170091290256,1212900,292.88358001708986,283.6374285888672,292.87926986888493,289.63851790691797,53.96678119854123,3.2407519619669642,3.5671277531637795,-0.32637579119681526,292.88358001708986,298.32356544741475,287.44359458676496,752000,-0.6172833223064786,922570.0,-0.07482837528604114,False,1.2583036397700413,-0.012598128278084375,-0.01267815755261294,0.0,0.0,neutral,0.0,0.0
2023-07-18,291.64373779296875,294.4162180241097,288.4976230580845,292.3024362507846,1124800,293.03229370117185,283.6374285888672,292.68918801105167,289.7870527132921,47.8595168797812,2.902135297759571,3.434129262082938,-0.5319939643233669,293.03229370117185,298.1396664466727,287.924920955671,-372800,-1.4957446808510637,977340.0,-0.07263583147827524,False,0.7265986991463196,-0.006630410954091226,-0.006652489777364867,0.0,0.0,neutral,0.0,0.0
2023-07-19,289.5201416015625,292.63673310788914,286.60016353210125,291.01452973676106,1411700,292.90565795898436,283.6374285888672,292.2016424095918,289.76728151983065,42.228406720913185,2.4343608897611375,3.2341755876185783,-0.7998146978574407,292.90565795898436,298.236010974364,287.57530494360475,-1784500,3.7867489270386265,1037890.0,0.25506756756756754,False,1.59651530533079,-0.007281473648214409,-0.007308112971921848,0.0,0.0,neutral,0.0,0.0
2023-07-20,291.0538330078125,292.84315610694927,289.1956517080198,290.7097220259724,1390200,292.8669830322266,283.6374285888672,292.0250563477796,289.8625816300516,40.99342698449253,2.162474717728003,3.0198354136404633,-0.8573606959124604,292.8669830322266,298.2413217345925,287.4926443298607,-394300,-0.7790417483889045,1085040.0,-0.015229864702132168,False,1.2009626413405252,0.0052973565077922835,0.0052833748702168365,0.0,0.0,neutral,0.0,0.0
2023-07-21,290.6113586425781,291.8992918441003,288.300933814194,290.6703456591693,2965000,292.79049224853514,283.6374285888672,291.8075643931332,289.91804659394245,33.586675204352076,1.8895177991907417,2.793771890750519,-0.9042540915597774,292.79049224853514,298.251179107438,287.32980538963227,-3359300,7.519655084960689,1283590.0,1.1327866494029637,True,2.6188430375963936,-0.0015202492290231628,-0.0015214059803979041,0.0,0.0,neutral,0.0,0.0
2023-07-24,285.833251953125,291.191439723615,285.44980631263525,289.96249344548824,1226700,292.47558746337893,283.6374285888672,290.8884394023627,289.6154692131411,36.39084061016114,1.272970189221553,2.4896115504447263,-1.2166413612231732,292.47558746337893,298.7605092704122,286.1906656563457,-4586000,0.36516536183133397,1337440.0,-0.5862731871838112,False,-0.18206302126931648,-0.016441568945451013,-0.016578231576120334,0.0,0.0,neutral,0.0,0.0
2023-07-25,286.01025390625,286.92458286703777,282.1366122835071,284.7124792501525,1269400,292.2205291748047,283.6374285888672,290.13794932603764,289.3484162274455,37.70006004756524,0.7895330985921305,2.149595860074207,-1.3600627614820766,292.2205291748047,299.1223159719605,285.3187423776489,-3316600,-0.2767989533362407,1379560.0,0.034808836716393676,False,-0.1883924155709249,0.0006192489919052413,0.0006190573363658382,0.0,0.0,neutral,0.0,0.0
2023-07-26,285.2335205078125,286.6099343865677,283.14923234804434,286.2068363928658,1173000,291.8329788208008,283.6374285888672,289.38342181554145,289.0436091371023,39.03787496756442,0.3398126784391593,1.7876392237471976,-1.4478265453080383,291.8329788208008,299.39319784740076,284.27275979420085,-4489600,0.35367545076282947,1387400.0,-0.07594138963289743,False,-0.3690155002998516,-0.0027157536760625822,-0.00271944802522123,0.0,0.0,neutral,0.0,0.0
2023-07-27,277.2601318359375,285.60712566649323,277.0831407625858,285.60712566649323,2359900,290.9717315673828,283.6374285888672,287.5183002802178,288.1707589666456,30.87967189846357,-0.652458686427849,1.2996196417121884,-1.9520783281400373,290.9717315673828,300.8338829189697,281.10958021579586,-6849500,0.5256370277975766,1544460.0,1.0118499573742539,True,1.3307290216919563,-0.027953897766572644,-0.028352045365174338,0.0,0.0,neutral,0.0,0.0
2023-07-28,278.2334899902344,279.8360410405738,276.1590426821301,278.9512055536877,1864300,290.04904022216795,283.6374285888672,286.0898679279126,287.43466496839295,30.79343598652143,-1.34479704048033,0.7707363052736846,-2.115533345754015,290.04904022216795,301.04724424361797,279.0508362007179,-4985200,-0.2721804511278195,1599790.0,-0.21000889868214756,False,0.43056488748063393,0.0035106315064181715,0.0035044836240626714,0.0,0.0,neutral,0.0,0.0
2023-07-31,278.63653564453125,279.6196926680806,276.13930840371614,279.2067535166185,1588500,288.9832962036133,283.6374285888672,284.94320142277707,286.782951685144,29.246629376062927,-1.8397502623669197,0.2486389917455638,-2.0883892541124833,288.9832962036133,300.07178567105916,277.8948067361674,-3396700,-0.3186431838241194,1637350.0,-0.14793756369682987,False,-0.08150506527746093,0.0014485878544348019,0.001447539663191428,0.0,0.0,neutral,0.0,0.0
2023-08-01,274.5663146972656,277.56496231509124,273.4455310329382,275.372510843979,2230500,288.0625701904297,283.6374285888672,283.34675731115993,285.8780156119678,22.281447155276965,-2.531258300807849,-0.30734046676511884,-2.22391783404273,288.0625701904297,300.7029287420722,275.42221163878725,-5627200,0.6566667648011304,1747920.0,0.4041548630783758,False,0.8093317605286083,-0.01460763549134192,-0.014715377523506672,0.0,0.0,neutral,0.0,0.0
2023-08-02,269.94549560546875,275.0480841762031,269.01148420867594,273.4160395270369,1960900,286.9417755126953,283.6374285888672,281.2850247410536,284.6978289448197,16.057387376559063,-3.412804203766143,-0.9284332141653238,-2.4843709896008193,286.9417755126953,301.7640460134029,272.1195050119877,-7588100,0.34846815467728187,1802840.0,-0.12086976014346562,False,0.2692296363039377,-0.01682951929806742,-0.01697274487719513,0.0,0.0,neutral,0.0,0.0
2023-08-03,270.97772216796875,272.94403612899146,267.28104232010367,268.7164731142206,1921600,285.95566711425784,283.4440362548828,279.6992858836559,283.68152473912704,11.906534471808627,-3.9822388554711665,-1.5391943424264924,-2.443044513044674,285.95566711425784,302.27390338684756,269.6374308416681,-5666500,-0.2532386236343749,1855980.0,-0.02004181753276557,False,0.11525125053430277,0.0038238332526527863,0.0038165409859770285,0.0,0.0,neutral,0.0,0.0
2023-08-04,278.9314880371094,287.573447210698,277.2601389956355,279.21661199260933,2792800,285.4365600585937,283.64528381347657,279.58116313803333,283.3296701686072,31.112157940929436,-3.748507030573876,-1.9810568800559691,-1.7674501505179068,285.4365600585937,301.9642192136697,268.90890090351775,-2873700,-0.4928615547516103,1838760.0,0.4533721898417986,True,1.7880125175432324,0.02935210247361364,0.028929577596584828,0.0,0.0,neutral,0.0,0.0
2023-08-07,281.4483947753906,283.6604984277032,277.83038355824425,280.1997959595949,1233300,284.99266662597654,283.9282525634766,279.8684295437806,283.19031643577637,37.05364305084825,-3.321886891995746,-2.2492228824439247,-1.0726640095518212,284.99266662597654,301.44407604979375,268.54125720215933,-1640400,-0.42916797160455167,1839420.0,-0.5584001718705243,False,-1.1377452069248475,0.009023386911220177,0.008982919409321128,0.0,0.0,neutral,0.0,0.0
2023-08-08,277.5747375488281,280.986293968409,274.70393554945844,280.19978027083283,976600,284.30052642822267,284.13688598632814,279.51555385224947,282.7743476293358,35.47685250115576,-3.258793777086339,-2.4511370613724077,-0.8076567157139314,284.30052642822267,300.7785669074877,267.82248594895765,-2617000,0.5953425993660082,1810140.0,-0.2081407605610962,False,-1.4521687353126163,-0.01376329479389593,-0.013858887058813121,0.0,0.0,neutral,0.0,0.0
2023-08-09,277.25030517578125,278.94133660607434,275.9918652744171,277.25030517578125,878700,283.5125274658203,284.3354998779297,279.16705405586976,282.3651592994429,32.70933934365567,-3.1981052435731385,-2.600530697812554,-0.5975745457605846,283.5125274658203,299.7422891058888,267.2827658257518,-3495700,0.3357661444401987,1780710.0,-0.10024575056317842,False,-1.4636340973754491,-0.0011688108792313745,-0.0011694944713789527,0.0,0.0,neutral,0.0,0.0
2023-08-10,278.2432861328125,282.87394743416974,277.43709015150233,278.4595818838086,880600,282.69503021240234,284.57535278320313,279.02493591386093,282.059835361174,34.718188612311664,-3.03489944731308,-2.6874044477126593,-0.34749499960042085,282.69503021240234,298.2059187309256,267.1841416938791,-2615100,-0.2519094888005263,1632780.0,0.002162285194036606,False,-1.1772428133852229,0.003581532422125555,0.0035751340077481908,0.0,0.0,neutral,0.0,0.0
2023-08-11,277.35845947265625,278.63658181720984,277.0241896296864,278.05652267762315,625100,281.6961410522461,284.7172863769531,278.76855492290633,281.71158529535785,38.41398289103466,-2.943030372451517,-2.7385296326604314,-0.20450073979108563,281.6961410522461,295.74080433005736,267.65147777443485,-3240200,0.2390348361439334,1508860.0,-0.2901430842607313,False,-1.2522792964534761,-0.0031800467585546555,-0.003185113852496678,0.0,0.0,neutral,0.0,0.0
2023-08-14,279.9932861328125,281.6744761760048,276.6210348718664,277.2502697439209,1318500,281.0162872314453,284.853271484375,278.95697510904574,281.58430387591005,42.292102888721736,-2.6273287668643093,-2.716289459501207,0.08896069263689776,281.0162872314453,293.90555552803886,268.1270189348517,-1921700,-0.4069193259675329,1481860.0,1.1092625179971205,False,-0.23089805508135927,0.009499716234240285,0.009454877675361774,0.0,0.0,neutral,0.0,0.0
2023-08-15,280.06207275390625,281.29101893429146,279.3935332326332,279.7769788426265,724200,280.4372039794922,284.99592834472656,279.126990131332,281.47154601502086,43.25285719746197,-2.3445558836888836,-2.6419427443387424,0.29738686064985886,280.4372039794922,292.3172531410079,268.55715481797654,-1197500,-0.37685382734037576,1331230.0,-0.45073947667804326,False,-0.8790585862903753,0.00024567239466288804,0.0002456422221417409,0.0,0.0,neutral,0.0,0.0
2023-08-16,276.8668518066406,281.0944452666728,276.84719946626234,280.29809042954247,748400,279.8045394897461,285.0813494873047,278.77927654291796,281.1304575551408,49.413803612610934,-2.3511810122228667,-2.5837903979155676,0.23260938569270095,279.8045394897461,290.9743891333668,268.6346898461254,-1945900,0.6249686847599165,1209980.0,0.03341618337475838,False,-0.6848882786741664,-0.011408974145789785,-0.011474555781260757,0.0,0.0,neutral,0.0,0.0
2023-08-17,273.24884033203125,278.135132224933,272.9833987214373,277.59440783179133,1055700,278.914289855957,285.12206604003904,277.92844020278153,280.54663405713274,43.11317055482707,-2.6181938543512047,-2.5906710892026954,-0.027522765148509265,278.914289855957,289.10423349116934,268.7243462207447,-3001600,0.5425253096253662,1123390.0,0.410609299839658,False,-0.10807881015404788,-0.013067694637334704,-0.013153828159498235,0.0,0.0,neutral,0.0,0.0
2023-08-18,273.2292175292969,274.6154727638512,271.96093635664914,272.9539347169895,993000,278.045182800293,285.13453857421877,277.20548286839926,280.00460320321895,42.44920953787647,-2.7991203348196905,-2.632360938326095,-0.1667593964935956,278.045182800293,286.9139061558556,269.17645944473037,-3994600,0.3308235607675907,943410.0,-0.05939187269110546,False,0.2251935724853473,-7.181294058022925e-05,-7.181551925290209e-05,0.0,0.0,neutral,0.0,0.0
2023-08-21,271.5873107910156,275.2544976170009,270.62383602434727,273.8977360030017,1176000,277.3328857421875,285.1377099609375,276.3411487026479,279.3811000615743,45.537472685214816,-3.0399513589263734,-2.7138790224461506,-0.3260723364802227,277.3328857421875,285.8492533157402,268.8165181686348,-5170600,0.29439743653932804,937680.0,0.18429003021148027,False,1.1218351251405565,-0.006009264869724973,-0.0060273931634938155,0.0,0.0,neutral,0.0,0.0
