Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,Signal_Line,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,OBV,OBV_pct_change,Volume_rolling_mean_10,Volume_pct_change,Volume_spike,Volume_zscore,Daily_Return,Log_Return,Next_Return,Target_Binary,Target_MultiClass,Target_Regression,Max_3D_Close,Target_3D
2023-05-22,280.6473388671875,285.9921436554298,280.1961946648303,281.0396134499324,1189700,275.31870422363284,283.6374285888672,280.6473388671875,280.6473388671875,40.031882254031686,0.0,0.0,0.0,275.31870422363284,291.6192856393844,259.0181228078813,0,0.5462950122498036,1426960.0,0.8183575691350762,False,-1.0231362885836262,-0.0419680756899658,-0.0428741776520651,-0.04196807568996587,0,-1,-0.04196807568996587,280.6473388671875,0
2023-05-23,268.8691101074219,279.79410857498254,266.8194476913497,278.8624601651131,2163300,275.31870422363284,283.6374285888672,278.8353036733774,279.7748774775752,40.031882254031686,-0.9395738041978348,-0.1879147608395669,-0.7516590433582678,275.31870422363284,291.6192856393844,259.0181228078813,-2163300,0.5462950122498036,1426960.0,0.8183575691350762,False,-1.0231362885836262,-0.0419680756899658,-0.0428741776520651,-0.005836121640765363,0,0,-0.005836121640765363,268.8691101074219,0
2023-05-24,267.2999572753906,269.8301835157132,264.99530311963326,267.7314682632188,1181800,275.31870422363284,283.6374285888672,277.06063499676407,278.85080931445043,40.031882254031686,-1.7901743176863647,-0.5083666722089266,-1.281807645477438,275.31870422363284,291.6192856393844,259.0181228078813,-3345100,0.5462950122498036,1426960.0,-0.4537049877501964,False,-1.0231362885836262,-0.0058361216407654,-0.005853218350104,-0.0005869468545368503,0,0,-0.0005869468545368503,267.3196105957031,1
2023-05-25,267.14306640625,268.8298740810539,262.5926272852229,267.79033294841537,1159100,275.31870422363284,283.6374285888672,275.53485521360807,277.98356909902816,40.031882254031686,-2.4487138854200907,-0.8964361148511595,-1.5522777705689312,275.31870422363284,291.6192856393844,259.0181228078813,-4504200,0.346506830886969,1426960.0,-0.0192079878151971,False,-1.0231362885836262,-0.0005869468545368,-0.0005871191752739,0.0006608600845535351,1,0,0.0006608600845535351,267.3196105957031,1
2023-05-26,267.3196105957031,270.52652376173023,266.09373367991554,267.81977795450786,1091700,275.31870422363284,283.6374285888672,274.2709714262381,277.19364624693003,40.031882254031686,-2.9226748206919524,-1.3016838560193182,-1.620990964672634,275.31870422363284,291.6192856393844,259.0181228078813,-3412500,-0.2423737844678299,1426960.0,-0.0581485635406781,False,-1.0231362885836262,0.0006608600845534,0.0006606418126872,-0.003998845143386134,0,0,-0.003998845143386134,270.26177978515625,1
2023-05-30,266.2506408691406,270.00674437715696,265.45627504780094,265.75050345521527,1365800,275.31870422363284,283.6374285888672,273.0370744174539,276.3830532559827,40.031882254031686,-3.345978838528822,-1.7105428525212192,-1.6354359860076029,275.31870422363284,291.6192856393844,259.0181228078813,-4778300,0.4002344322344322,1426960.0,0.2510763030136484,False,-1.0231362885836262,-0.0039988451433861,-0.0040068619036187,0.015065274220267726,1,1,0.015065274220267726,273.19403076171875,1
2023-05-31,270.26177978515625,270.5069552269098,263.8676150385354,264.61295795863185,2669300,275.31870422363284,283.6374285888672,272.610106012485,275.929625591477,40.031882254031686,-3.319519578992015,-2.0323381978153785,-1.2871813811766364,275.31870422363284,291.6192856393844,259.0181228078813,-2109000,-0.5586296381558296,1426960.0,0.9543857080099576,False,-1.0231362885836262,0.0150652742202677,0.0149529200025969,0.0108496694534221,1,1,0.0108496694534221,273.19403076171875,1
2023-06-01,273.19403076171875,274.16491569345106,268.2120502590669,269.84001838057065,1178900,275.31870422363284,283.6374285888672,272.69994058929024,275.72698893742086,40.031882254031686,-3.02704834813062,-2.231280227878427,-0.7957681202521929,275.31870422363284,291.6192856393844,259.0181228078813,-930100,-0.5589853010905643,1426960.0,-0.558348630727157,False,-1.0231362885836262,0.0108496694534221,0.0107912340795025,-0.0009692782256343874,0,0,-0.0009692782256343874,273.19403076171875,0
2023-06-02,272.9292297363281,274.97892231560223,271.9877646271638,273.5372898381462,1411100,275.31870422363284,283.6374285888672,272.73521584268065,275.51974751511773,40.031882254031686,-2.784531672437083,-2.3419305167901583,-0.4426011556469249,275.31870422363284,291.6192856393844,259.0181228078813,-2341200,1.5171486936888503,1426960.0,0.1969632708457036,False,-1.0231362885836262,-0.0009692782256344,-0.0009697482795403,-0.0012216905419616486,0,0,-0.0012216905419616486,272.9292297363281,0
2023-06-05,272.5957946777344,274.6650905127933,271.75240570979986,274.6650905127933,858900,275.31870422363284,283.6374285888672,272.7137664326889,275.30315841605227,40.031882254031686,-2.5893919833633845,-2.391422810104804,-0.1979691732585808,275.31870422363284,291.6192856393844,259.0181228078813,-3200100,0.3668631471040491,1426960.0,-0.3913259159520941,False,-1.0231362885836262,-0.0012216905419616,-0.0012224374142116,-0.005072646054780906,0,0,-0.005072646054780906,272.6055908203125,1
2023-06-06,271.2130126953125,274.0178348051103,267.23136663490425,273.41959127242416,1036200,275.31870422363284,283.6374285888672,272.4828812423233,275.00018465896045,40.031882254031686,-2.517303416637162,-2.416598931411276,-0.1007044852258864,275.31870422363284,291.6192856393844,259.0181228078813,-4236300,0.3238023811755883,1411610.0,0.206426825008732,False,-0.6649765310978824,-0.0050726460547808,-0.0050855555993176,0.005134628722864626,1,0,0.005134628722864626,272.6055908203125,1
2023-06-07,272.6055908203125,273.43919306167726,268.80046430011294,271.27182124840203,1187000,275.31870422363284,283.6374285888672,272.501759638937,274.82280733757915,40.031882254031686,-2.3210476986421327,-2.3974886848574477,0.0764409862153145,275.31870422363284,291.6192856393844,259.0181228078813,-3049300,-0.2801973420201591,1313980.0,0.1455317506272919,False,-0.2534812185473549,0.0051346287228646,0.0051214914675665,-0.004317040460149965,0,0,-0.004317040460149965,275.2240905761719,1
2023-06-08,271.4287414550781,273.57648011913204,270.4088334509307,272.63501506582884,963700,275.31870422363284,283.6374285888672,272.3366799183433,274.5713950499865,40.031882254031686,-2.2347151316431564,-2.364933974214589,0.1302188425714328,275.31870422363284,291.6192856393844,259.0181228078813,-4013000,0.3160397468271407,1292170.0,-0.1881213142375737,False,-0.6415865484515412,-0.0043170404601499,-0.0043263857851128,0.0139828564239277,1,1,0.0139828564239277,275.2240905761719,1
2023-06-09,275.2240905761719,275.48886921383865,270.01653793964164,271.4287505311354,1135400,275.31870422363284,283.6374285888672,272.7808969426246,274.619742866741,40.031882254031686,-1.838845924116356,-2.2597163641949427,0.4208704400785867,275.31870422363284,291.6192856393844,259.0181228078813,-2877600,-0.2829304759531522,1289800.0,0.1781674795060703,False,-0.3011484199375127,0.0139828564239277,0.0138859981463128,-0.0025658246570427175,0,0,-0.0025658246570427175,276.3028564453125,1
2023-06-12,274.5179138183594,275.01805111669023,271.21292538455066,274.5865401617902,851100,275.31870422363284,283.6374285888672,273.04813030812227,274.61219997426826,40.031882254031686,-1.564069666145997,-2.120587024585153,0.5565173584391565,275.31870422363284,291.6192856393844,259.0181228078813,-3728700,0.2957673060884069,1265740.0,-0.2503963360930068,False,-0.784653170760168,-0.0025658246570426,-0.0025691220266505,0.006502098905407573,1,0,0.006502098905407573,287.9045715332031,1
2023-06-13,276.3028564453125,277.49931358249995,273.674583366454,274.59644525553136,983900,275.31870422363284,283.6374285888672,273.5488574061515,274.7374337869382,67.91103490162456,-1.1885763807866851,-1.93418489582546,0.7456085150387748,275.31870422363284,291.6192856393844,259.0181228078813,-2744800,-0.2638721270147772,1227550.0,0.1560333685818353,False,-0.4561270883483497,0.0065020989054076,0.0064810514461633,0.04198912467698974,1,1,0.04198912467698974,289.9444274902344,1
